provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m
PR_00151,2053021468,Michael,Lopez,DO PhD,"Michael Lopez, DO PhD",Internal Medicine,3305 Columbus Ave,Suite 902,Albany,NY,10005,9298857474,3305 Columbus Ave,Suite 902,Albany,NY,10005,060NY640869,NY,2024-04-19,No,True,34,Harvard Medical School,Johns Hopkins Hospital,2025-07-18,273765077X,3305,Columbus,Ave,3305,Columbus,Ave
PR_00152,8181845189,Charles,Chen,MD PhD,"Charles Chen, MD PhD",Gastroenterology,4531 Park Ave,,Bronx,NY,11203,3477505098,4531 Park Ave,,Bronx,NY,11203,060NY373791,NY,2023-12-25,Unknown,False,25,University of Michigan Medical School,Mount Sinai Hospital,2025-05-01,245588495X,4531,Park,Ave,4531,Park,Ave
PR_00153,6588043418,Carlos,Robinson,DO PhD,"Carlos Robinson, DO PhD",Radiology,449 Santa Monica Blvd,Suite 748,San diego,CA,90005,2138896603,449 Santa Monica Blvd,Suite 748,San diego,CA,90005,A38885,CA,2024-04-15,Yes,True,31,NYU Grossman School of Medicine,UCLA Medical Center,2025-05-14,277002404X,449,Santa Monica,Blvd,449,Santa Monica,Blvd
PR_00154,1117908077,Thomas,Lopez,DO,"Thomas Lopez, DO",Dermatology,3272 Park Ave,Suite 307,Bronx,NY,10005,9298356167,3272 Park Ave,Suite 307,Bronx,NY,10005,060NY976960,NY,2024-12-30,No,False,32,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2025-02-11,229808788X,3272,Park,Ave,3272,Park,Ave
PR_00155,1875003699,Carlos,Wang,DO,"Carlos Wang, DO",Pulmonology,6934 First Ave,,Albany,NY,10001,7185336924,6934 First Ave,,Albany,NY,10001,060NY819678,NY,2023-12-24,Unknown,False,12,Yale School of Medicine,NewYork-Presbyterian Hospital,2025-05-04,236159360X,6934,First,Ave,6934,First,Ave
PR_00156,7292931439,Barbara,Yang,MD PhD,"Barbara Yang, MD PhD",Emergency Medicine,8172 Second Ave,,Bronx,NY,11202,3236427240,8172 Second Ave,,Bronx,NY,11202,060NY995825,NY,2025-03-31,Yes,True,10,UCSF School of Medicine,Massachusetts General Hospital,2025-06-04,256575546X,8172,Second,Ave,8172,Second,Ave
PR_00157,8845061596,Barbara,Rodriguez,MD PhD,"Barbara Rodriguez, MD PhD",Pathology,4916 Melrose Ave,Suite 267,Los angeles,CA,92001,9177909821,4167 Santa Monica Blvd,,San diego,CA,92001,A44048,CA,2025-01-09,Yes,False,23,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-01-17,210523679X,4916,Melrose,Ave,4167,Santa Monica,Blvd
PR_00158,2535544961,Jennifer,Yang,MD PhD,"Jennifer Yang, MD PhD",Pediatrics,2374 Madison Ave,,Rochester,NY,11202,3476556950,2374 Madison Ave,,Rochester,NY,11202,060NY990136,NY,2023-05-27,Unknown,False,27,Johns Hopkins School of Medicine,Mayo Clinic,2025-08-22,216782572X,2374,Madison,Ave,2374,Madison,Ave
PR_00159,6811492161,Maria,Thomas,MD PhD,"Maria Thomas, MD PhD",Family Medicine,1312 Hollywood Blvd,Suite 165,San francisco,CA,92001,3474345053,1312 Hollywood Blvd,Suite 165,San francisco,CA,92001,A72021,CA,2023-04-21,Unknown,False,29,Johns Hopkins School of Medicine,Mayo Clinic,2024-12-07,222898616X,1312,Hollywood,Blvd,1312,Hollywood,Blvd
PR_00160,9796884577,John,Williams,MD PhD,"John Williams, MD PhD",Otolaryngology,5329 Santa Monica Blvd,,Santa ana,CA,94001,3234322467,5329 Santa Monica Blvd,,Santa ana,CA,94001,A27709,CA,2023-12-29,No,False,24,UCLA David Geffen School of Medicine,NewYork-Presbyterian Hospital,2025-06-15,240744867X,5329,Santa Monica,Blvd,5329,Santa Monica,Blvd
PR_00161,9308536868,John,Smith,DO,"John Smith, DO",Anesthesiology,7688 York Ave,,New york,NY,11203,2134553675,7688 York Ave,,New york,NY,11203,060NY109576,NY,2025-05-31,Unknown,False,25,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-07-24,256672010X,7688,York,Ave,7688,York,Ave
PR_00162,5020802147,Rajesh,Thomas,MD PhD,"Rajesh Thomas, MD PhD",Neurology,8716 Lexington Avenue,,Yonkers,NY,10004,3473288183,4745 Fifth Ave,,Syracuse,NY,10004,060NY834498,NY,2025-10-04,Unknown,True,15,Stanford University School of Medicine,Mayo Clinic,2025-08-26,266247126X,8716,Lexington,Ave,4745,Fifth,Ave
PR_00163,6187234604,Christopher,Perez,DO PhD,"Christopher Perez, DO PhD",Emergency Medicine,8166 Third Ave,,Syracuse,NY,10001,7189865078,8166 Third Ave,,Syracuse,NY,10001,060NY253184,NY,2023-04-25,No,False,16,Harvard Medical School,Cleveland Clinic,2025-01-10,298693352X,8166,Third,Ave,8166,Third,Ave
PR_00164,4350313659,Carlos,Miller,DO,"Carlos Miller, DO",Nephrology,5114 Third Ave,,Queens,NY,10001,2123715523,5114 Third Ave,,Queens,NY,10001,060NY228074,NY,2024-06-02,Unknown,True,26,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-08-12,277990837X,5114,Third,Ave,5114,Third,Ave
PR_00165,5281273582,Ana,Patel,DO,"Ana Patel, DO",Internal Medicine,1467 Park Ave,Suite 733,Queens,NY,11203,6269746690,1467 Park Ave,Suite 733,Queens,NY,11203,060NY896456,NY,2023-05-03,No,True,2,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-06-26,233647879X,1467,Park,Ave,1467,Park,Ave
PR_00166,9821827449,Mohammed,Williams,DO PhD,"Mohammed Williams, DO PhD",Pulmonology,9160 Melrose Ave,,Santa ana,CA,90004,3235758439,9160 Melrose Ave,,Santa ana,CA,90004,A52425,CA,2025-08-17,Yes,False,12,Harvard Medical School,UCLA Medical Center,2024-10-20,232049389X,9160,Melrose,Ave,9160,Melrose,Ave
PR_00167,1022031738,Mary,Jones,DO PhD,"Mary Jones, DO PhD",Endocrinology,8152 York Ave,Suite 519,Queens,NY,14202,7182327366,8152 York Ave,Suite 519,Queens,NY,14202,060NY215830,NY,2023-07-17,Unknown,False,34,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-08-08,249171204X,8152,York,Ave,8152,York,Ave
PR_00168,948014139,Joseph,Liu,MD,"Joseph Liu, MD",Pathology,3420 Columbus Ave,,Syracuse,NY,10002,3232992658,3420 Columbus Ave,,Syracuse,NY,10002,060NY478458,NY,2025-05-01,Unknown,True,35,UCLA David Geffen School of Medicine,Cleveland Clinic,2025-05-27,270624297X,3420,Columbus,Ave,3420,Columbus,Ave
PR_00169,2286852896,Priya,Thomas,DO,"Priya Thomas, DO",Cardiology,9145 Second Ave,,Brooklyn,NY,14202,3105606163,9145 Second Ave,,Brooklyn,NY,14202,060NY797557,NY,2025-05-24,Unknown,False,24,UCLA David Geffen School of Medicine,UCSF Medical Center,2025-03-21,281659860X,9145,Second,Ave,9145,Second,Ave
PR_00170,4908240439,Joseph,Wang,DO,"Joseph Wang, DO",Internal Medicine,9016 Central Park West,,Buffalo,NY,11201,9175221355,9016 Central Park West,,Buffalo,NY,11201,060NY516379,NY,2023-01-01,Unknown,False,36,Yale School of Medicine,Mayo Clinic,2025-07-16,205064880X,9016,Central Park,West,9016,Central Park,West
PR_00171,7919409617,Elizabeth,Thompson,DO,"Elizabeth Thompson, DO",Orthopedic Surgery,6015 Amsterdam Ave,Suite 407,Bronx,NY,10004,2129896478,6551 Amsterdam Ave,,Bronx,NY,10004,060NY931420,NY,2025-09-15,No,False,27,Stanford University School of Medicine,Cleveland Clinic,2024-10-03,280839556X,6015,Amsterdam,Ave,6551,Amsterdam,Ave
PR_00172,679981362,Fatima,Smith,DO PhD,"Fatima Smith, DO PhD",Dermatology,8592 Broadway,,Rochester,NY,14201,3476033425,8592 Broadway,,Rochester,NY,14201,060NY831663,NY,2024-03-28,Yes,False,6,UCSF School of Medicine,Massachusetts General Hospital,2024-11-26,253578549X,8592,Broadway,,8592,Broadway,
PR_00173,3146591165,Thomas,Garcia,DO PhD,"Thomas Garcia, DO PhD",Psychiatry,2137 Madison Ave,Suite 504,Syracuse,NY,14201,2135746706,2137 Madison Ave,Suite 504,Syracuse,NY,14201,060NY305625,NY,2025-12-09,Yes,False,23,University of Michigan Medical School,Massachusetts General Hospital,2025-03-30,222717056X,2137,Madison,Ave,2137,Madison,Ave
PR_00174,5147705388,Patricia,Yang,DO PhD,"Patricia Yang, DO PhD",Family Medicine,7217 Main St,,San jose,CA,90004,9174089952,1406 Wilshire Blvd,,Los angeles,CA,90004,A29356,CA,2024-08-12,Unknown,False,36,UCSF School of Medicine,Mayo Clinic,2024-09-12,293785339X,7217,Main,St,1406,Wilshire,Blvd
PR_00175,7016451049,Priya,Johnson,DO PhD,"Priya Johnson, DO PhD",Internal Medicine,8632 Broadway,Suite 305,Buffalo,NY,10003,6265954787,8632 Broadway,Suite 305,Buffalo,NY,10003,060NY747983,NY,2024-07-09,No,True,21,UCSF School of Medicine,Johns Hopkins Hospital,2025-05-30,226692577X,8632,Broadway,,8632,Broadway,
PR_00176,460843258,Susan,Robinson,MD,"Susan Robinson, MD",Emergency Medicine,8674 Lexington Avenue,,Rochester,NY,11203,2138723248,5682 Columbus Ave,,Rochester,NY,11203,060NY347678,NY,2025-10-23,Yes,False,34,University of Michigan Medical School,Cleveland Clinic,2025-02-01,232260681X,8674,Lexington,Ave,5682,Columbus,Ave
PR_00177,2925188126,Sarah,Martinez,DO PhD,"Sarah Martinez, DO PhD",Gastroenterology,9919 Beverly Dr,Suite 768,Santa ana,CA,94001,9293491483,8870 Hollywood Blvd,,San francisco,CA,94001,A78656,CA,2023-10-04,No,False,27,Columbia University Vagelos College of Physicians and Surgeons,Mount Sinai Hospital,2024-10-11,299098265X,9919,Beverly,Dr,8870,Hollywood,Blvd
PR_00178,5172897525,Thomas,Martinez,DO,"Thomas Martinez, DO",Family Medicine,3027 Broadway,,Buffalo,NY,14202,2137038763,3027 Broadway,,Buffalo,NY,14202,060NY343461,NY,2024-04-17,Yes,True,13,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-02-05,202015179X,3027,Broadway,,3027,Broadway,
PR_00179,7366096566,Fatima,Moore,DO PhD,"Fatima Moore, DO PhD",Radiology,3324 Park Ave,,Brooklyn,NY,10003,4249609784,3324 Park Ave,,Brooklyn,NY,10003,060NY747033,NY,2025-09-30,Unknown,True,34,Stanford University School of Medicine,Mount Sinai Hospital,2025-01-12,205692967X,3324,Park,Ave,3324,Park,Ave
PR_00180,6447264909,Mohammed,Thomas,DO PhD,"Mohammed Thomas, DO PhD",Pulmonology,644 Ventura Blvd,,Oakland,CA,94001,8187293330,644 Ventura Blvd,,Oakland,CA,94001,A34884,CA,2024-08-19,No,False,6,Yale School of Medicine,Johns Hopkins Hospital,2025-06-02,278577462X,644,Ventura,Blvd,644,Ventura,Blvd
PR_00181,4521117519,Mohammed,Sharma,DO,"Mohammed Sharma, DO",Gastroenterology,5300 First Ave,,New york,NY,10003,3239247292,5300 First Ave,,New york,NY,10003,060NY311741,NY,2025-07-20,Unknown,True,25,Yale School of Medicine,UCSF Medical Center,2025-08-11,222935793X,5300,First,Ave,5300,First,Ave
PR_00182,1230940773,Fatima,Perez,DO,"Fatima Perez, DO",Orthopedic Surgery,2370 Madison Ave,,New york,NY,11202,3107561094,2370 Madison Ave,,New york,NY,11202,060NY567935,NY,2024-08-14,Unknown,False,16,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2025-01-13,255049584X,2370,Madison,Ave,2370,Madison,Ave
PR_00183,1016224997,Elizabeth,Garcia,MD,"Elizabeth Garcia, MD",Radiology,8968 Lexington Ave,Suite 251,Albany,NY,10004,4247753906,5719 Broadway,,Queens,NY,10004,060NY978721,NY,2024-09-03,No,False,3,Stanford University School of Medicine,NewYork-Presbyterian Hospital,2025-03-21,249468550X,8968,Lexington,Ave,5719,Broadway,
PR_00184,8339019815,Mohammed,Harris,MD,"Mohammed Harris, MD",Gastroenterology,9019 Wilshire Blvd,Suite 811,Fresno,CA,93001,3109415705,9019 Wilshire Blvd,Suite 811,Fresno,CA,93001,A53150,CA,2025-12-15,No,False,17,Yale School of Medicine,UCLA Medical Center,2025-06-28,282448605X,9019,Wilshire,Blvd,9019,Wilshire,Blvd
PR_00185,5583034411,Sarah,Shah,DO PhD,"Sarah Shah, DO PhD",Internal Medicine,2948 Amsterdam Ave,,Bronx,NY,10005,3475079301,393 First Ave,,Brooklyn,NY,10005,060NY534773,NY,2025-04-27,Unknown,False,1,Stanford University School of Medicine,UCLA Medical Center,2025-03-12,253156840X,2948,Amsterdam,Ave,393,First,Ave
PR_00186,2785760843,Maria,Wang,MD,"Maria Wang, MD",Nephrology,3179 Beverly Dr,,Sacramento,CA,93001,4249426169,3179 Beverly Dr,,Sacramento,CA,93001,A94626,CA,2023-10-06,Unknown,True,14,University of Michigan Medical School,UCLA Medical Center,2025-03-05,208886963X,3179,Beverly,Dr,3179,Beverly,Dr
PR_00187,5046173571,Robert,Moore,MD,"Robert Moore, MD",Anesthesiology,6148 Columbus Ave,,Albany,NY,10003,3474219603,6148 Columbus Ave,,Albany,NY,10003,060NY724103,NY,2023-08-28,No,True,8,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-05-22,212429114X,6148,Columbus,Ave,6148,Columbus,Ave
PR_00188,2182307683,Elizabeth,Kumar,MD,"Elizabeth Kumar, MD",Radiology,8193 Sunset Blvd,,San jose,CA,91001,7182046095,8193 Sunset Blvd,,San jose,CA,91001,A78632,CA,2024-09-27,Yes,True,22,UCSF School of Medicine,Massachusetts General Hospital,2025-07-12,269870757X,8193,Sunset,Blvd,8193,Sunset,Blvd
PR_00189,4224109887,Carlos,Martin,MD,"Carlos Martin, MD",Cardiology,5115 Columbus Ave,Suite 393,Bronx,NY,11201,7184119888,5115 Columbus Ave,Suite 393,Bronx,NY,11201,060NY434652,NY,2025-06-22,No,False,18,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2024-11-13,232859865X,5115,Columbus,Ave,5115,Columbus,Ave
PR_00190,166299795,William,Jones,MD PhD,"William Jones, MD PhD",Oncology,5550 Ventura Blvd,Suite 582,Santa ana,CA,90001,9295196444,5550 Ventura Blvd,Suite 582,Santa ana,CA,90001,A16613,CA,2023-08-05,Yes,True,30,University of Michigan Medical School,Mayo Clinic,2025-07-17,293764425X,5550,Ventura,Blvd,5550,Ventura,Blvd
PR_00191,5577017156,Elizabeth,Miller,DO PhD,"Elizabeth Miller, DO PhD",Orthopedic Surgery,7626 First Ave,Suite 731,Bronx,NY,10004,3106723798,7626 First Ave,Suite 731,Bronx,NY,10004,060NY481104,NY,2025-03-13,No,False,39,University of Michigan Medical School,Mayo Clinic,2024-12-16,213815327X,7626,First,Ave,7626,First,Ave
PR_00192,2761539666,Jennifer,Miller,MD PhD,"Jennifer Miller, MD PhD",Ophthalmology,1163 Lexington Ave,,Albany,NY,11203,4245509921,1163 Lexington Ave,,Albany,NY,11203,060NY751034,NY,2024-05-14,Unknown,True,12,Stanford University School of Medicine,Mount Sinai Hospital,2025-07-06,279478790X,1163,Lexington,Ave,1163,Lexington,Ave
PR_00193,7013290229,Karen,Robinson,MD PhD,"Karen Robinson, MD PhD",Radiology,7295 Madison Ave,Suite 211,Buffalo,NY,11202,3107445775,7295 Madison Ave,Suite 211,Buffalo,NY,11202,060NY725376,NY,2025-02-15,No,False,13,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2025-04-02,276541203X,7295,Madison,Ave,7295,Madison,Ave
PR_00194,5800851400,Ana,Martin,DO PhD,"Ana Martin, DO PhD",Internal Medicine,5641 Wilshire Blvd,,Los angeles,CA,95001,9176427459,5641 Wilshire Blvd,,Los angeles,CA,95001,A26718,CA,2024-08-25,Unknown,False,25,UCLA David Geffen School of Medicine,UCSF Medical Center,2025-01-23,273164605X,5641,Wilshire,Blvd,5641,Wilshire,Blvd
PR_00195,276212670,Christopher,Lopez,DO PhD,"Christopher Lopez, DO PhD",Pediatrics,9101 Second Ave,Suite 993,Rochester,NY,11202,8188187974,9101 Second Ave,Suite 993,Rochester,NY,11202,060NY240800,NY,2023-01-24,Unknown,True,30,Yale School of Medicine,UCSF Medical Center,2024-11-24,260404120X,9101,Second,Ave,9101,Second,Ave
PR_00196,975197122,Jennifer,Thompson,DO,"Jennifer Thompson, DO",Pulmonology,9906 Broadway,,Syracuse,NY,10004,8189489624,9906 Broadway,,Syracuse,NY,10004,060NY672696,NY,2025-01-21,No,False,34,Stanford University School of Medicine,Johns Hopkins Hospital,2025-04-30,263411376X,9906,Broadway,,9906,Broadway,
PR_00197,5442094943,Rajesh,Jones,MD PhD,"Rajesh Jones, MD PhD",Gastroenterology,5629 Ventura Blvd,,Los angeles,CA,93001,2128448752,5629 Ventura Blvd,,Los angeles,CA,93001,A85230,CA,2024-11-09,Unknown,True,37,Harvard Medical School,NewYork-Presbyterian Hospital,2024-10-18,203663887X,5629,Ventura,Blvd,5629,Ventura,Blvd
PR_00198,9292752433,Charles,Shah,MD,"Charles Shah, MD",Cardiology,1260 Lexington Ave,,Buffalo,NY,10003,3103859640,1260 Lexington Ave,,Buffalo,NY,10003,060NY369437,NY,2023-01-30,Yes,False,6,Johns Hopkins School of Medicine,Mayo Clinic,2024-12-23,255424925X,1260,Lexington,Ave,1260,Lexington,Ave
PR_00199,7674783669,Carlos,Harris,DO,"Carlos Harris, DO",Orthopedic Surgery,2741 Hollywood Blvd,,Sacramento,CA,90001,3104683378,2741 Hollywood Blvd,,Sacramento,CA,90001,A25203,CA,2023-04-18,Unknown,False,1,Columbia University Vagelos College of Physicians and Surgeons,Mount Sinai Hospital,2025-02-19,291065843X,2741,Hollywood,Blvd,2741,Hollywood,Blvd
PR_00200,4149673935,Mary,Singh,MD,"Mary Singh, MD",Emergency Medicine,8705 Columbus Ave,,Rochester,NY,11202,3235453947,8705 Columbus Ave,,Rochester,NY,11202,060NY385831,NY,2024-11-17,No,True,1,Stanford University School of Medicine,Massachusetts General Hospital,2025-02-04,213112905X,8705,Columbus,Ave,8705,Columbus,Ave
PR_00201,9269212444,Susan,Miller,DO PhD,"Susan Miller, DO PhD",Pediatrics,4642 Lexington Ave,Suite 194,Bronx,NY,10001,3108762240,9735 Columbus Ave,,Bronx,NY,10001,060NY842470,NY,2023-09-03,Unknown,False,18,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-04-24,221738712X,4642,Lexington,Ave,9735,Columbus,Ave
PR_00202,3962712864,Carlos,Jones,MD PhD,"Carlos Jones, MD PhD",Nephrology,6272 Rodeo Dr,Suite 932,Sacramento,CA,90001,9178282740,6272 Rodeo Dr,Suite 932,Sacramento,CA,90001,A67747,CA,2023-05-23,No,False,7,Harvard Medical School,Johns Hopkins Hospital,2025-07-28,276684568X,6272,Rodeo,Dr,6272,Rodeo,Dr
PR_00203,9087766182,Maria,Taylor,DO PhD,"Maria Taylor, DO PhD",Oncology,8155 Madison Ave,,New york,NY,10001,9172037298,8155 Madison Ave,,New york,NY,10001,060NY834061,NY,2024-11-06,Unknown,False,8,University of Michigan Medical School,UCLA Medical Center,2025-03-16,291514443X,8155,Madison,Ave,8155,Madison,Ave
PR_00204,8063461574,Charles,Sanchez,MD,"Charles Sanchez, MD",Orthopedic Surgery,1486 Beverly Dr,,Sacramento,CA,90002,7188478175,1486 Beverly Dr,,Sacramento,CA,90002,A48005,CA,2024-02-20,Unknown,True,9,Harvard Medical School,Cleveland Clinic,2025-08-21,296601737X,1486,Beverly,Dr,1486,Beverly,Dr
PR_00205,5050613875,Sarah,Thomas,DO PhD,"Sarah Thomas, DO PhD",Internal Medicine,8857 Columbus Ave,,Buffalo,NY,11203,6267493440,8857 Columbus Ave,,Buffalo,NY,11203,060NY571132,NY,2023-02-03,Unknown,True,5,Harvard Medical School,Mayo Clinic,2024-12-26,287755782X,8857,Columbus,Ave,8857,Columbus,Ave
PR_00206,2911179939,John,Patel,MD,"John Patel, MD",Urology,2139 Broadway,,Queens,NY,10001,7184077983,2139 Broadway,,Queens,NY,10001,060NY202018,NY,2025-07-23,No,False,21,Stanford University School of Medicine,Mayo Clinic,2025-03-22,228619492X,2139,Broadway,,2139,Broadway,
PR_00207,219620710,Carlos,Williams,DO,"Carlos Williams, DO",Otolaryngology,1979 Lexington Ave,Suite 478,Queens,NY,11202,2122073939,1979 Lexington Ave,Suite 478,Queens,NY,11202,060NY559969,NY,2024-05-13,Yes,False,27,UCSF School of Medicine,Mayo Clinic,2025-05-20,219204927X,1979,Lexington,Ave,1979,Lexington,Ave
PR_00208,6083318196,Rajesh,Moore,DO PhD,"Rajesh Moore, DO PhD",Pathology,2860 Amsterdam Ave,Suite 611,New york,NY,14202,9299799842,2860 Amsterdam Ave,Suite 611,New york,NY,14202,060NY192296,NY,2024-09-08,Unknown,True,30,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-08-06,226000523X,2860,Amsterdam,Ave,2860,Amsterdam,Ave
PR_00209,9701082201,James,Martinez,DO PhD,"James Martinez, DO PhD",Radiology,2618 Columbus Ave,,New york,NY,10001,3107272901,2618 Columbus Ave,,New york,NY,10001,060NY555786,NY,2024-05-29,Yes,True,29,University of Michigan Medical School,UCLA Medical Center,2025-01-31,226675960X,2618,Columbus,Ave,2618,Columbus,Ave
PR_00210,7970623978,Maria,Lee,DO,"Maria Lee, DO",Pediatrics,5344 Hollywood Blvd,,San diego,CA,90004,6465967119,5344 Hollywood Blvd,,San diego,CA,90004,A59221,CA,2024-03-27,Yes,False,13,NYU Grossman School of Medicine,NewYork-Presbyterian Hospital,2025-05-22,245082572X,5344,Hollywood,Blvd,5344,Hollywood,Blvd
PR_00211,2983168735,Robert,Williams,MD,"Robert Williams, MD",Dermatology,1821 First Ave,Suite 451,Syracuse,NY,11202,4246848581,1821 First Ave,Suite 451,Syracuse,NY,11202,060NY409499,NY,2023-11-18,No,True,28,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2025-03-19,258283876X,1821,First,Ave,1821,First,Ave
PR_00212,8671773185,Sarah,Anderson,DO,"Sarah Anderson, DO",Gastroenterology,84 Rodeo Dr,,Los angeles,CA,90001,2129097662,84 Rodeo Dr,,Los angeles,CA,90001,A76088,CA,2023-03-10,Yes,True,23,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2024-10-06,212177508X,84,Rodeo,Dr,84,Rodeo,Dr
PR_00213,5804649891,John,Patel,MD PhD,"John Patel, MD PhD",Oncology,7525 Amsterdam Ave,,New york,NY,11203,9179012326,6642 Madison Ave,,Rochester,NY,11203,060NY101429,NY,2023-05-25,Unknown,False,4,Yale School of Medicine,UCLA Medical Center,2025-08-07,214893677X,7525,Amsterdam,Ave,6642,Madison,Ave
PR_00214,3817933550,Jennifer,White,DO PhD,"Jennifer White, DO PhD",Radiology,5990 Beverly Dr,,San francisco,CA,94001,3477157929,5990 Beverly Dr,,San francisco,CA,94001,A36832,CA,2023-10-11,No,True,5,NYU Grossman School of Medicine,UCLA Medical Center,2025-01-14,265260270X,5990,Beverly,Dr,5990,Beverly,Dr
PR_00215,7116241122,Susan,Singh,MD,"Susan Singh, MD",Neurology,8715 Columbus Ave,,Albany,NY,10005,3473143424,8715 Columbus Ave,,Albany,NY,10005,060NY806013,NY,2023-05-15,No,True,14,Yale School of Medicine,Massachusetts General Hospital,2025-04-05,255906603X,8715,Columbus,Ave,8715,Columbus,Ave
PR_00216,6955798871,Priya,Sharma,DO,"Priya Sharma, DO",Radiology,6884 First Ave,Suite 122,New york,NY,10005,3105113161,6884 First Ave,Suite 122,New york,NY,10005,060NY343613,NY,2025-11-30,No,True,17,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2025-02-24,238674340X,6884,First,Ave,6884,First,Ave
PR_00217,3105927451,Carlos,Brown,DO,"Carlos Brown, DO",Orthopedic Surgery,7470 Madison Ave,Suite 279,Queens,NY,14201,6464101568,7470 Madison Ave,Suite 279,Queens,NY,14201,060NY826515,NY,2023-11-11,Unknown,False,23,Johns Hopkins School of Medicine,UCLA Medical Center,2025-01-16,272459667X,7470,Madison,Ave,7470,Madison,Ave
PR_00218,8547492971,William,Sharma,MD PhD,"William Sharma, MD PhD",Ophthalmology,409 Second Avenue,,Syracuse,NY,10003,9299052840,409 Second Ave,,Syracuse,NY,10003,060NY263633,NY,2023-01-09,Unknown,False,3,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-03-29,203328008X,409,Second,Ave,409,Second,Ave
PR_00219,187186378,Jennifer,Yang,DO,"Jennifer Yang, DO",Neurology,1516 Third Ave,,New york,NY,14202,9298179381,1516 Third Ave,,New york,NY,14202,060NY332934,NY,2024-07-23,Yes,False,26,Johns Hopkins School of Medicine,UCSF Medical Center,2025-02-25,251823158X,1516,Third,Ave,1516,Third,Ave
PR_00220,2662991239,Patricia,Smith,MD PhD,"Patricia Smith, MD PhD",Anesthesiology,5048 First Ave,Suite 554,Albany,NY,10002,3476869606,5048 First Ave,Suite 554,Albany,NY,10002,060NY535798,NY,2025-06-25,No,True,38,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-08-30,254956876X,5048,First,Ave,5048,First,Ave
PR_00221,9478730024,Rajesh,Moore,DO PhD,"Rajesh Moore, DO PhD",Anesthesiology,7572 Central Park West,Suite 490,Queens,NY,10004,3475078742,7572 Central Park West,Suite 490,Queens,NY,10004,060NY614416,NY,2023-03-28,Yes,False,27,Johns Hopkins School of Medicine,Mount Sinai Hospital,2024-09-15,286541691X,7572,Central Park,West,7572,Central Park,West
PR_00222,5890429020,Joseph,Johnson,MD,"Joseph Johnson, MD",Cardiology,8079 Wilshire Blvd,,Sacramento,CA,95001,9296723219,8079 Wilshire Blvd,,Sacramento,CA,95001,A43804,CA,2025-09-01,No,True,4,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-01-31,285395644X,8079,Wilshire,Blvd,8079,Wilshire,Blvd
PR_00223,5189520285,Fatima,Thompson,MD,"Fatima Thompson, MD",Emergency Medicine,8678 Columbus Ave,Suite 743,Brooklyn,NY,14201,3475818944,1549 Amsterdam Ave,,Queens,NY,14201,060NY431570,NY,2024-09-08,No,False,11,Stanford University School of Medicine,Cleveland Clinic,2025-06-15,267562908X,8678,Columbus,Ave,1549,Amsterdam,Ave
PR_00224,9852401322,Joseph,Gonzalez,MD,"Joseph Gonzalez, MD",Pulmonology,1252 Fifth Ave,,Queens,NY,10001,8183454712,1252 Fifth Ave,,Queens,NY,10001,060NY480180,NY,2023-10-12,No,True,14,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-01-28,292720040X,1252,Fifth,Ave,1252,Fifth,Ave
PR_00225,1401401193,Carlos,Davis,MD,"Carlos Davis, MD",Nephrology,7935 Second Ave,Suite 912,New york,NY,10004,9178014277,7935 Second Ave,Suite 912,New york,NY,10004,060NY721990,NY,2023-05-02,Yes,False,2,Stanford University School of Medicine,Mayo Clinic,2025-04-13,277812909X,7935,Second,Ave,7935,Second,Ave
PR_00226,4280138759,Patricia,Thompson,DO,"Patricia Thompson, DO",Pulmonology,3963 Ventura Blvd,,San diego,CA,90002,8188034033,3963 Ventura Blvd,,San diego,CA,90002,A79315,CA,2024-03-20,No,True,12,NYU Grossman School of Medicine,UCSF Medical Center,2025-01-28,228759369X,3963,Ventura,Blvd,3963,Ventura,Blvd
