license_number,provider_name,first_name,last_name,middle_name,suffix,license_type,specialty,secondary_specialty,status,issue_date,expiration_date,renewal_date,address_line1,address_city,address_state,address_zip,county,phone,email,medical_school,medical_school_graduation_year,residency_program,board_certification,languages,public_record,disciplinary_history,malpractice_insurance,hospital_affiliations,last_updated,house_no,area,area_type
A57301,"Patel, Maria MD PhD",Maria,Patel,,MD PhD,Physician and Surgeon,Anesthesiology,,Expired,2020-02-13,2024-01-03,2023-10-08,8596 Pico Blvd,Fresno,CA,90002,San diego,6269709042,maria.patel@email.com,Columbia University Vagelos College of Physicians and Surgeons,1984,Mount Sinai Hospital,Anesthesiology,"English, Spanish",True,,Unknown,,2025-06-28,8596,Pico,Blvd
A27709,"John Williams, MD PhD",John,Williams,,MD PhD,Physician and Surgeon,Otolaryngology,Pediatrics,Expired,2020-05-24,2023-12-29,2023-07-21,5329 Santa Monica Blvd,Santa ana,CA,94001,Orange,3234322467,john.williams@email.com,UCLA David Geffen School of Medicine,1997,NewYork-Presbyterian Hospital,,"English, Mandarin",True,,No,Cedars-Sinai Medical Center,2025-04-10,5329,Santa Monica,Blvd
A64460,"Mohammed Williams, MD PhD",Mohammed,Williams,,MD PhD,Physician and Surgeon,Neurology,Internal Medicine,Expired,2020-04-23,2023-12-26,2023-02-28,547 Pico Blvd,Sacramento,CA,90003,Santa clara,3479646549,mohammed.williams@email.com,Johns Hopkins School of Medicine,2016,Cleveland Clinic,,"English, Mandarin",True,,No,Cedars-Sinai Medical Center,2025-06-04,547,Pico,Blvd
A93584,"Elizabeth Garcia, MD PhD",Elizabeth,Garcia,,MD PhD,Physician and Surgeon,Pathology,,Expired,2022-06-22,2023-12-23,2023-07-16,1064 Ventura Blvd,Fresno,CA,90005,Los angeles,3237867044,elizabeth.garcia@email.com,Stanford University School of Medicine,1977,Johns Hopkins Hospital,Pathology,"English, Spanish",True,,Unknown,Stanford Hospital,2025-06-02,1064,Ventura,Blvd
A73788,"James Lopez, MD PhD",James,Lopez,C,MD PhD,Physician and Surgeon,Ophthalmology,,Expired,2020-11-29,2023-12-21,2023-10-08,8370 Rodeo Dr,Oakland,CA,95001,Riverside,9292098939,,Yale School of Medicine,1996,Mount Sinai Hospital,Ophthalmology,English,True,,Yes,,2025-05-11,8370,Rodeo,Dr
A89291,"Jessica Wilson, MD",Jessica,Wilson,,MD,Physician and Surgeon,Gastroenterology,,Expired,2020-12-11,2023-12-02,2022-12-18,4414 Hollywood Blvd,Sacramento,CA,950**,Riverside,7187442802,,NYU Grossman School of Medicine,2015,Johns Hopkins Hospital,,"English, Spanish",True,,No,UCLA Medical Center,2025-03-07,4414,Hollywood,Blvd
A68238,"Rajesh Liu, MD",Rajesh,Liu,,MD,Physician and Surgeon,Anesthesiology,Internal Medicine,Expired,2022-09-21,2023-12-01,2023-02-22,154 Wilshire Blvd,Sacramento,CA,90002,Sacramento,2122452684,rajesh.liu@email.com,Yale School of Medicine,2013,UCSF Medical Center,,"English, Spanish, Portuguese",False,,Yes,Kaiser Permanente,2025-07-24,154,Wilshire,Blvd
A54657,"Jessica Perez, DO PhD",Jessica,Perez,A,DO PhD,Physician and Surgeon,Family Medicine,,Expired,2022-08-13,2023-11-24,2023-09-18,2065 Ventura Blvd,Fresno,CA,90004,Orange,8182617110,,Harvard Medical School,2010,Johns Hopkins Hospital,,"English, Mandarin",True,,Yes,UCLA Medical Center,2025-05-30,2065,Ventura,Blvd
A57400,"Ana Yang, MD",Ana,Yang,,MD,Physician and Surgeon,Anesthesiology,Endocrinology,Expired,2019-08-15,2023-11-18,2023-06-30,688 Ventura Blvd,San diego,CA,90003,Santa clara,9176497811,,NYU Grossman School of Medicine,1988,NewYork-Presbyterian Hospital,Anesthesiology,English,True,Yes - See Details,Yes,UCLA Medical Center,2025-05-03,688,Ventura,Blvd
A94390,"John Taylor, MD PhD",John,Taylor,A,MD PhD,Physician and Surgeon,Otolaryngology,,Expired,2021-11-06,2023-11-16,2023-11-07,8468 Rodeo Dr,Santa ana,CA,95001,San bernardino,6466957223,john.taylor@email.com,University of Pennsylvania Perelman School of Medicine,1996,NewYork-Presbyterian Hospital,Otolaryngology,"English, Spanish, Portuguese",False,,Unknown,Cedars-Sinai Medical Center,2025-08-25,8468,Rodeo,Dr
A22709,"Charles Johnson, MD PhD",Charles,Johnson,A,MD PhD,Physician and Surgeon,Urology,,Expired,2020-02-23,2023-11-13,2023-10-05,2825 Hollywood Blvd,Santa ana,CA,90003,Orange,4242399807,charles.johnson@email.com,Stanford University School of Medicine,2002,UCLA Medical Center,,English,True,,No,Kaiser Permanente,2025-08-23,2825,Hollywood,Blvd
A91928,"Rodriguez, Mohammed MD PhD",Mohammed,Rodriguez,,MD PhD,Physician and Surgeon,Urology,Orthopedic Surgery,Expired,2021-10-28,2023-10-25,2023-09-16,7645 Santa Monica Blvd,San francisco,CA,90001,Santa clara,7187139912,,Harvard Medical School,1980,NewYork-Presbyterian Hospital,Urology,English,False,,No,Kaiser Permanente,2025-05-19,7645,Santa Monica,Blvd
A36832,"Jennifer White, DO PhD",Jennifer,White,,DO PhD,Physician and Surgeon,Radiology,,Expired,2021-07-15,2023-10-11,2022-11-30,5990 Beverly Dr,San francisco,CA,94001,Fresno,3477157929,,NYU Grossman School of Medicine,2012,UCLA Medical Center,Radiology,"English, Mandarin",False,,Yes,UCSF Medical Center,2025-03-11,5990,Beverly,Dr
A39908,"Moore, David MD PhD",David,Moore,,MD PhD,Physician and Surgeon,Family Medicine,,Expired,2021-10-12,2023-10-10,2023-01-09,6800 Beverly Dr,San jose,CA,90003,Orange,8187292140,,UCLA David Geffen School of Medicine,1999,Mayo Clinic,,"English, Spanish",True,,Yes,UCSF Medical Center,2025-06-23,6800,Beverly,Dr
A94626,"Maria Wang, MD",Maria,Wang,,MD,Physician and Surgeon,Nephrology,,Expired,2019-06-20,2023-10-06,2023-05-31,3179 Beverly Dr,Sacramento,CA,93001,San bernardino,4249426169,,University of Michigan Medical School,2003,UCLA Medical Center,Nephrology,"English, Spanish",False,Yes - See Details,No,UCLA Medical Center,2025-05-28,3179,Beverly,Dr
A78656,"Sarah Martinez, DO PhD",Sarah,Martinez,C,DO PhD,Physician and Surgeon,Gastroenterology,,Expired,2019-06-04,2023-10-04,2023-03-07,9919 Beverly Dr,Santa ana,CA,94001,San diego,9293491483,,Columbia University Vagelos College of Physicians and Surgeons,1990,Mount Sinai Hospital,,"English, Spanish",False,,No,Kaiser Permanente,2025-08-12,9919,Beverly,Dr
A71352,"Priya White, DO",Priya,White,,DO,Physician and Surgeon,Pediatrics,Otolaryngology,Expired,2019-07-28,2023-09-28,2022-11-29,9168 Main St,San francisco,CA,90005,Alameda,3104876907,priya.white@email.com,University of Michigan Medical School,2001,NewYork-Presbyterian Hospital,,English,True,Yes - See Details,Yes,Stanford Hospital,2025-03-15,9168,Main,St
A41266,"Thompson, Michael DO",Michael,Thompson,,DO,Physician and Surgeon,Nephrology,,Expired,2021-08-06,2023-09-16,2023-07-17,660 Main St,San jose,CA,90004,Alameda,8189352876,michael.thompson@email.com,University of Michigan Medical School,2010,Massachusetts General Hospital,,"English, Mandarin",True,,No,Cedars-Sinai Medical Center,2025-07-26,660,Main,St
A49167,"Carlos Lee, MD",Carlos,Lee,,MD,Physician and Surgeon,Ophthalmology,,Expired,2020-12-07,2023-09-13,2023-03-08,8530 Melrose Ave,San diego,CA,95001,Riverside,7188418643,carlos.lee@email.com,Columbia University Vagelos College of Physicians and Surgeons,1988,Cleveland Clinic,Ophthalmology,"English, Spanish",False,,Yes,UCLA Medical Center,2025-08-26,8530,Melrose,Ave
A59601,"Sarah Ramirez, DO PhD",Sarah,Ramirez,,DO PhD,Physician and Surgeon,Cardiology,Urology,Expired,2020-12-26,2023-09-10,2023-05-19,384 Melrose Ave,Santa ana,CA,90004,Fresno,3236186767,sarah.ramirez@email.com,Columbia University Vagelos College of Physicians and Surgeons,1982,UCLA Medical Center,,"English, Spanish",False,,Yes,UCLA Medical Center,2025-05-07,384,Melrose,Ave
A57560,"Rajesh Liu, MD",Rajesh,Liu,D,MD,Physician and Surgeon,Ophthalmology,,Expired,2019-03-02,2023-09-07,2023-06-23,896 Hollywood Blvd,Fresno,CA,94001,Riverside,3474153625,,Harvard Medical School,1992,NewYork-Presbyterian Hospital,,"English, Mandarin",True,,Unknown,Cedars-Sinai Medical Center,2025-04-09,896,Hollywood,Blvd
A99687,Dr. Priya Harris,Priya,Harris,,DO PhD,Physician and Surgeon,Otolaryngology,,Expired,2022-05-28,2023-09-05,2023-05-01,3250 Wilshire Blvd,San jose,CA,90002,Riverside,2137012729,,Johns Hopkins School of Medicine,1989,UCSF Medical Center,,"English, Spanish, Portuguese",True,,Unknown,Kaiser Permanente,2025-03-15,3250,Wilshire,Blvd
A66083,Dr. Linda Kumar,Linda,Kumar,,MD,Physician and Surgeon,Psychiatry,,Expired,2020-08-09,2023-09-05,2022-10-24,5287 Ventura Blvd,San jose,CA,95001,San bernardino,2134178516,linda.kumar@email.com,University of Michigan Medical School,2001,UCLA Medical Center,Psychiatry,"English, Spanish",False,,No,UCSF Medical Center,2025-04-08,5287,Ventura,Blvd
A75598,"LI MARTIN, DO PHD",Li,Martin,A,DO PhD,Physician and Surgeon,Oncology,,Expired,2022-02-25,2023-09-03,2023-04-08,5429 Beverly Dr,Fresno,CA,95001,Santa clara,4246683346,,UCSF School of Medicine,2015,UCLA Medical Center,Oncology,English,False,,Unknown,,2025-07-29,5429,Beverly,Dr
A67653,"BARBARA THOMPSON, DO",Barbara,Thompson,,DO,Physician and Surgeon,Emergency Medicine,,Expired,2020-01-14,2023-08-30,2023-06-29,9457 Rodeo Dr,Santa ana,CA,90004,Alameda,6262986609,,NYU Grossman School of Medicine,2014,UCSF Medical Center,,English,False,,Yes,Stanford Hospital,2025-03-30,9457,Rodeo,Dr
A43901,"Mary Rodriguez, DO PhD",Mary,Rodriguez,,DO PhD,Physician and Surgeon,Urology,,Expired,2018-09-03,2023-08-26,2022-12-28,190 Santa Monica Blvd,Oakland,CA,92001,Fresno,2137447282,mary.rodriguez@email.com,Harvard Medical School,2010,UCLA Medical Center,Urology,English,True,,No,UCSF Medical Center,2025-04-10,190,Santa Monica,Blvd
A16286,Dr. William Davis,William,Davis,,MD PhD,Physician and Surgeon,Family Medicine,,Expired,2020-04-26,2023-08-10,2022-08-29,613 Rodeo Dr,Fresno,CA,94001,San diego,8183564366,william.davis@email.com,UCLA David Geffen School of Medicine,2000,Johns Hopkins Hospital,Family Medicine,English,False,,No,UCLA Medical Center,2025-09-02,613,Rodeo,Dr
A21722,"Li Robinson, DO",Li,Robinson,,DO,Physician and Surgeon,Gastroenterology,,Expired,2020-09-05,2023-08-05,2023-04-14,1896 Santa Monica Blvd,San jose,CA,90004,Sacramento,6263399757,li.robinson@email.com,NYU Grossman School of Medicine,2014,Cleveland Clinic,,"English, Spanish, Portuguese",False,,No,UCLA Medical Center,2025-07-15,1896,Santa Monica,Blvd
A16613,"William Jones, MD PhD",William,Jones,,MD PhD,Physician and Surgeon,Oncology,,Expired,2020-01-29,2023-08-05,2023-01-31,5550 Ventura Blvd,Santa ana,CA,900**,Alameda,9295196444,william.jones@email.com,University of Michigan Medical School,1987,Mayo Clinic,Oncology,"English, Spanish",True,,Unknown,UCSF Medical Center,2025-06-11,5550,Ventura,Blvd
A59628,"Carlos Moore, DO",Carlos,Moore,,DO,Physician and Surgeon,Cardiology,Anesthesiology,Expired,2019-08-31,2023-08-04,2023-01-30,3699 Melrose Ave,Los angeles,CA,90002,Sacramento,3477645440,,Johns Hopkins School of Medicine,2016,UCLA Medical Center,Cardiology,"English, Mandarin",True,,No,Stanford Hospital,2025-08-11,3699,Melrose,Ave
A74387,"Priya Lee, DO PhD",Priya,Lee,,DO PhD,Physician and Surgeon,Radiology,,Expired,2019-03-26,2023-08-02,2022-09-19,3293 Melrose Ave,Sacramento,CA,90003,Fresno,2123922461,priya.lee@email.com,Harvard Medical School,1998,Massachusetts General Hospital,Radiology,"English, Spanish",False,,Yes,Stanford Hospital,2025-08-07,3293,Melrose,Ave
A98486,"Kumar, Carlos DO PhD",Carlos,Kumar,,DO PhD,Physician and Surgeon,Psychiatry,,Expired,2020-03-28,2023-07-27,2023-06-20,4413 Main St,Sacramento,CA,93001,Sacramento,6465829854,carlos.kumar@email.com,UCLA David Geffen School of Medicine,1982,Mount Sinai Hospital,Psychiatry,English,True,,Unknown,UCLA Medical Center,2025-08-03,4413,Main,St
A86810,"John Martinez, DO",John,Martinez,C,DO,Physician and Surgeon,Radiology,,Expired,2019-11-18,2023-07-26,2023-03-19,8623 Beverly Dr,San diego,CA,91001,Alameda,8188286846,john.martinez@email.com,Columbia University Vagelos College of Physicians and Surgeons,1996,NewYork-Presbyterian Hospital,Radiology,"English, Spanish, Portuguese",False,,Yes,UCLA Medical Center,2025-04-13,8623,Beverly,Dr
A38114,"Jennifer Gonzalez, MD PhD",Jennifer,Gonzalez,,MD PhD,Physician and Surgeon,Pulmonology,,Expired,2019-10-18,2023-07-22,2023-03-17,860 Rodeo Dr,San francisco,CA,94001,Riverside,2122467250,jennifer.gonzalez@email.com,Harvard Medical School,2001,Cleveland Clinic,Pulmonology,"English, Spanish",True,,No,UCLA Medical Center,2025-07-28,860,Rodeo,Dr
A29902,"Jennifer Rodriguez, MD PhD",Jennifer,Rodriguez,,MD PhD,Physician and Surgeon,Urology,,Expired,2020-10-10,2023-07-15,2022-09-01,1254 Wilshire Blvd,Oakland,CA,90001,Contra costa,3476694320,,UCSF School of Medicine,1982,UCSF Medical Center,,"English, Spanish, Portuguese",False,,No,,2025-05-14,1254,Wilshire,Blvd
A22920,"Wei Wang, DO PhD",Wei,Wang,B,DO PhD,Physician and Surgeon,Cardiology,,Expired,2022-04-10,2023-07-14,2022-09-20,6269 Main St,San diego,CA,95001,Los angeles,3107879564,wei.wang@email.com,Harvard Medical School,1992,Cleveland Clinic,,"English, Spanish",True,,No,Cedars-Sinai Medical Center,2025-05-13,6269,Main,St
A66260,"Thomas Garcia, MD PhD",Thomas,Garcia,,MD PhD,Physician and Surgeon,Cardiology,Oncology,Expired,2022-03-04,2023-07-06,2023-03-02,2712 Main St,Oakland,CA,90005,Los angeles,2122086629,thomas.garcia@email.com,UCSF School of Medicine,2011,Johns Hopkins Hospital,,English,False,,Yes,UCSF Medical Center,2025-04-16,2712,Main,St
A29441,"Charles Robinson, MD PhD",Charles,Robinson,,MD PhD,Physician and Surgeon,Psychiatry,Emergency Medicine,Expired,2020-02-17,2023-07-06,2023-02-26,1482 Sunset Blvd,Fresno,CA,95001,Santa clara,3107695093,charles.robinson@email.com,Johns Hopkins School of Medicine,2011,Johns Hopkins Hospital,,English,True,,No,,2025-08-17,1482,Sunset,Blvd
A67219,"William Robinson, MD",William,Robinson,,MD,Physician and Surgeon,Psychiatry,Orthopedic Surgery,Expired,2019-04-22,2023-07-04,2023-05-07,3284 Sunset Blvd,Fresno,CA,900**,Sacramento,3239037456,,UCLA David Geffen School of Medicine,1987,Mount Sinai Hospital,Psychiatry,"English, Mandarin",False,,Unknown,UCSF Medical Center,2025-07-15,3284,Sunset,Blvd
A24599,"David Perez, DO PhD",David,Perez,,DO PhD,Physician and Surgeon,Cardiology,,Expired,2021-11-16,2023-07-02,2023-06-09,6253 Ventura Blvd,Oakland,CA,90004,Santa clara,8182016092,,UCLA David Geffen School of Medicine,1993,UCLA Medical Center,Cardiology,English,True,,No,UCSF Medical Center,2025-03-20,6253,Ventura,Blvd
A80405,"Charles Martinez, MD PhD",Charles,Martinez,,MD PhD,Physician and Surgeon,Anesthesiology,,Expired,2018-12-10,2023-06-24,2023-03-21,6114 Main St,San francisco,CA,90002,Alameda,4244584183,charles.martinez@email.com,Harvard Medical School,1984,Mount Sinai Hospital,Anesthesiology,English,False,,Yes,Stanford Hospital,2025-06-02,6114,Main,St
A98338,"Patricia Martin, MD PhD",Patricia,Martin,,MD PhD,Physician and Surgeon,Emergency Medicine,,Expired,2018-12-05,2023-06-17,2023-04-14,9300 Pico Blvd,San diego,CA,90001,Los angeles,7185538043,patricia.martin@email.com,UCSF School of Medicine,1979,NewYork-Presbyterian Hospital,,"English, Spanish",False,,Unknown,,2025-04-27,9300,Pico,Blvd
A25461,"Fatima Sharma, DO",Fatima,Sharma,,DO,Physician and Surgeon,Gastroenterology,,Expired,2019-11-09,2023-06-16,2022-07-11,6679 Pico Blvd,San francisco,CA,95001,Alameda,6463237858,fatima.sharma@email.com,Johns Hopkins School of Medicine,2012,Massachusetts General Hospital,,"English, Spanish, Portuguese",False,,Yes,Stanford Hospital,2025-07-13,6679,Pico,Blvd
A90293,"John Lee, MD",John,Lee,,MD,Physician and Surgeon,Pathology,,Expired,2019-08-16,2023-06-16,2022-07-03,750 Beverly Dr,Santa ana,CA,90004,Sacramento,4249339267,john.lee@email.com,Stanford University School of Medicine,1986,NewYork-Presbyterian Hospital,Pathology,"English, Spanish",True,,Unknown,Cedars-Sinai Medical Center,2025-03-09,750,Beverly,Dr
A58330,"Mohammed Sharma, MD PhD",Mohammed,Sharma,,MD PhD,Physician and Surgeon,Cardiology,,Expired,2021-01-31,2023-06-06,2023-01-19,1094 Hollywood Blvd,Santa ana,CA,92001,Alameda,3102272199,mohammed.sharma@email.com,NYU Grossman School of Medicine,1992,UCSF Medical Center,,"English, Spanish, Portuguese",True,,No,UCLA Medical Center,2025-08-13,1094,Hollywood,Blvd
A17518,"Patricia Lewis, MD",Patricia,Lewis,B,MD,Physician and Surgeon,Oncology,Emergency Medicine,Expired,2019-05-02,2023-06-03,2022-11-04,5777 Pico Blvd,Oakland,CA,90005,Contra costa,7184417001,,Harvard Medical School,1984,Mayo Clinic,,"English, Spanish",False,,No,,2025-05-29,5777,Pico,Blvd
A15183,"Rajesh Garcia, DO PhD",Rajesh,Garcia,D,DO PhD,Physician and Surgeon,Emergency Medicine,,Expired,2021-11-07,2023-05-30,2023-01-22,1515 Ventura Blvd,San jose,CA,90001,Contra costa,9179592922,,University of Michigan Medical School,2002,Cleveland Clinic,,English,True,,Unknown,Cedars-Sinai Medical Center,2025-08-06,1515,Ventura,Blvd
A17279,"Karen Lewis, MD PhD",Karen,Lewis,,MD PhD,Physician and Surgeon,Ophthalmology,Pathology,Expired,2022-05-23,2023-05-25,2023-03-04,9326 Sunset Blvd,San jose,CA,90001,Riverside,2124133669,,Johns Hopkins School of Medicine,1998,Johns Hopkins Hospital,,English,True,,Unknown,UCLA Medical Center,2025-08-08,9326,Sunset,Blvd
A27892,"Thomas Clark, DO PhD",Thomas,Clark,,DO PhD,Physician and Surgeon,Emergency Medicine,,Expired,2020-05-24,2023-05-23,2023-01-24,3994 Santa Monica Blvd,San francisco,CA,92001,Fresno,6267013434,,NYU Grossman School of Medicine,1994,UCSF Medical Center,,"English, Mandarin",False,,Unknown,UCLA Medical Center,2025-08-18,3994,Santa Monica,Blvd
A67747,"CARLOS JONES, MD PHD",Carlos,Jones,,MD PhD,Physician and Surgeon,Nephrology,Cardiology,Expired,2018-06-21,2023-05-23,2022-12-02,6272 Rodeo Dr,Sacramento,CA,90001,Riverside,9178282740,,Harvard Medical School,2013,Johns Hopkins Hospital,,"English, Mandarin",False,,Unknown,UCSF Medical Center,2025-08-25,6272,Rodeo,Dr
A44866,Dr. Mohammed Miller,Mohammed,Miller,C,DO PhD,Physician and Surgeon,Pulmonology,,Expired,2021-09-21,2023-05-18,2023-03-02,5270 Wilshire Blvd,Santa ana,CA,93001,Fresno,6262036361,mohammed.miller@email.com,Johns Hopkins School of Medicine,1981,NewYork-Presbyterian Hospital,,"English, Spanish, Portuguese",True,,No,,2025-07-25,5270,Wilshire,Blvd
A77245,"Elizabeth Moore, MD",Elizabeth,Moore,,MD,Physician and Surgeon,Orthopedic Surgery,,Expired,2021-03-22,2023-05-09,2022-10-01,5862 Ventura Blvd,San jose,CA,91001,Fresno,7188608925,elizabeth.moore@email.com,Johns Hopkins School of Medicine,1978,NewYork-Presbyterian Hospital,,"English, Spanish, Portuguese",False,,Unknown,Stanford Hospital,2025-07-09,5862,Ventura,Blvd
A39820,"Brown, Sarah DO",Sarah,Brown,D,DO,Physician and Surgeon,Oncology,,Expired,2022-04-02,2023-05-05,2022-09-25,1585 Wilshire Blvd,Sacramento,CA,94001,Alameda,2139311568,sarah.brown@email.com,UCSF School of Medicine,2013,Mayo Clinic,Oncology,"English, Spanish, Portuguese",False,,Unknown,Cedars-Sinai Medical Center,2025-06-19,1585,Wilshire,Blvd
A29249,"Maria Davis, DO PhD",Maria,Davis,,DO PhD,Physician and Surgeon,Orthopedic Surgery,,Expired,2019-01-08,2023-04-25,2022-12-11,7849 Hollywood Blvd,San francisco,CA,92001,Santa clara,9176598723,maria.davis@email.com,UCLA David Geffen School of Medicine,2005,Mayo Clinic,Orthopedic Surgery,English,False,,No,Stanford Hospital,2025-08-22,7849,Hollywood,Blvd
A72390,"JENNIFER ROBINSON, DO",Jennifer,Robinson,,DO,Physician and Surgeon,Family Medicine,,Expired,2020-11-03,2023-04-25,2022-09-20,3701 Melrose Ave,San diego,CA,90001,San diego,9174168790,jennifer.robinson@email.com,Columbia University Vagelos College of Physicians and Surgeons,2016,Massachusetts General Hospital,Family Medicine,"English, Spanish",True,,No,UCLA Medical Center,2025-05-03,3701,Melrose,Ave
A72021,"Maria Thomas, MD PhD",Maria,Thomas,,MD PhD,Physician and Surgeon,Family Medicine,,Expired,2019-04-07,2023-04-21,2022-10-12,1312 Hollywood Blvd,San francisco,CA,92001,Los angeles,3474345053,maria.thomas@email.com,Johns Hopkins School of Medicine,1992,Mayo Clinic,,"English, Mandarin",True,,Unknown,UCSF Medical Center,2025-09-02,1312,Hollywood,Blvd
A25203,"Carlos Harris, DO",Carlos,Harris,,DO,Physician and Surgeon,Orthopedic Surgery,Orthopedic Surgery,Expired,2020-10-17,2023-04-18,2023-04-18,2741 Hollywood Blvd,Sacramento,CA,90001,San diego,3104683378,,Columbia University Vagelos College of Physicians and Surgeons,2019,Mount Sinai Hospital,,"English, Spanish, Portuguese",False,,Unknown,UCSF Medical Center,2025-08-18,2741,Hollywood,Blvd
A82165,"James Anderson, DO PhD",James,Anderson,D,DO PhD,Physician and Surgeon,Orthopedic Surgery,Pathology,Expired,2019-06-17,2023-04-17,2022-08-06,2651 Wilshire Blvd,San jose,CA,94001,Los angeles,3474277075,,UCLA David Geffen School of Medicine,1996,NewYork-Presbyterian Hospital,Orthopedic Surgery,English,True,,Yes,,2025-06-07,2651,Wilshire,Blvd
A21915,"Joseph D Chen, MD PhD",Joseph,Chen,,MD PhD,Physician and Surgeon,Cardiology,Neurology,Expired,2019-10-27,2023-04-07,2023-01-04,7020 Pico Blvd,Oakland,CA,91001,Los angeles,3234571188,joseph d.chen@email.com,Columbia University Vagelos College of Physicians and Surgeons,1986,UCLA Medical Center,Cardiology,English,False,,No,Kaiser Permanente,2025-07-09,7020,Pico,Blvd
A73956,"Mary Yang, DO PhD",Mary,Yang,,DO PhD,Physician and Surgeon,Urology,,Expired,2020-09-30,2023-03-15,2022-10-03,5384 Ventura Blvd,Oakland,CA,91001,Sacramento,6469105906,,Harvard Medical School,1999,NewYork-Presbyterian Hospital,Urology,"English, Spanish",False,,No,Kaiser Permanente,2025-05-22,5384,Ventura,Blvd
A71669,"Christopher Martin, DO PhD",Christopher,Martin,,DO PhD,Physician and Surgeon,Dermatology,Family Medicine,Expired,2018-09-12,2023-03-12,2023-01-03,4345 Pico Blvd,Sacramento,CA,90001,Santa clara,2125574648,christopher.martin@email.com,Stanford University School of Medicine,2016,Mount Sinai Hospital,,"English, Spanish",True,,Yes,Cedars-Sinai Medical Center,2025-07-08,4345,Pico,Blvd
A76088,"Sarah Anderson, DO",Sarah,Anderson,B,DO,Physician and Surgeon,Gastroenterology,Internal Medicine,Expired,2021-07-11,2023-03-10,2022-11-21,84 Rodeo Dr,Los angeles,CA,90001,Alameda,2129097662,sarah.anderson@email.com,Columbia University Vagelos College of Physicians and Surgeons,1994,Cleveland Clinic,Gastroenterology,"English, Mandarin",True,,No,,2025-03-29,84,Rodeo,Dr
A54846,"Clark, Thomas DO PhD",Thomas,Clark,,DO PhD,Physician and Surgeon,Otolaryngology,,Expired,2021-09-21,2023-03-02,2023-01-14,1790 Sunset Blvd,San diego,CA,90005,Contra costa,2122994458,thomas.clark@email.com,University of Michigan Medical School,1995,NewYork-Presbyterian Hospital,Otolaryngology,"English, Spanish",False,,Unknown,UCSF Medical Center,2025-07-19,1790,Sunset,Blvd
A45054,"James Moore, DO",James,Moore,C,DO,Physician and Surgeon,Orthopedic Surgery,,Expired,2019-10-04,2023-03-01,2022-12-14,9191 Pico Blvd,Los angeles,CA,95001,San diego,7183451502,james.moore@email.com,UCLA David Geffen School of Medicine,1995,Mount Sinai Hospital,Orthopedic Surgery,"English, Mandarin",True,,Yes,UCSF Medical Center,2025-04-07,9191,Pico,Blvd
A24869,"Patricia White, DO PhD",Patricia,White,,DO PhD,Physician and Surgeon,Orthopedic Surgery,,Expired,2019-02-01,2023-02-23,2022-04-13,9404 Sunset Blvd,Sacramento,CA,92001,Riverside,4244929047,,Stanford University School of Medicine,2008,Mount Sinai Hospital,Orthopedic Surgery,"English, Spanish, Portuguese",False,,Unknown,Stanford Hospital,2025-04-10,9404,Sunset,Blvd
A30865,"Robert Wilson, DO",Robert,Wilson,A,DO,Physician and Surgeon,Ophthalmology,,Expired,2021-11-13,2023-02-14,2022-03-02,862 Sunset Blvd,Santa ana,CA,92001,Orange,8184895626,,UCLA David Geffen School of Medicine,1985,Johns Hopkins Hospital,Ophthalmology,"English, Mandarin",True,,Unknown,UCLA Medical Center,2025-08-03,862,Sunset,Blvd
A39035,"Patricia Harris, DO",Patricia,Harris,C,DO,Physician and Surgeon,Emergency Medicine,,Expired,2019-04-21,2023-02-10,2022-08-06,139 Wilshire Blvd,Santa ana,CA,91001,Alameda,2124879074,,University of Pennsylvania Perelman School of Medicine,2017,UCSF Medical Center,Emergency Medicine,"English, Spanish, Portuguese",True,,Unknown,Stanford Hospital,2025-07-25,139,Wilshire,Blvd
A75881,"Sarah Martin, MD",Sarah,Martin,C,MD,Physician and Surgeon,Cardiology,,Expired,2018-10-09,2023-02-08,2022-08-10,1396 Hollywood Blvd,Los angeles,CA,95001,Alameda,3238216249,,Harvard Medical School,1989,UCLA Medical Center,Cardiology,"English, Spanish",True,,Unknown,Cedars-Sinai Medical Center,2025-03-20,1396,Hollywood,Blvd
A80848,"Carlos Singh, DO PhD",Carlos,Singh,,DO PhD,Physician and Surgeon,Internal Medicine,Oncology,Expired,2020-01-01,2023-02-06,2022-05-31,3309 Melrose Ave,Santa ana,CA,93001,Sacramento,2123815965,carlos.singh@email.com,UCLA David Geffen School of Medicine,1988,Mayo Clinic,Internal Medicine,"English, Mandarin",False,,Yes,,2025-06-05,3309,Melrose,Ave
A99080,"Maria Gonzalez, DO PhD",Maria,Gonzalez,,DO PhD,Physician and Surgeon,Pathology,,Expired,2018-07-09,2023-01-30,2022-09-27,2722 Pico Blvd,Oakland,CA,90004,San diego,2135606770,,NYU Grossman School of Medicine,1987,Johns Hopkins Hospital,,English,False,,No,UCSF Medical Center,2025-08-07,2722,Pico,Blvd
A42598,Dr. Christopher Hernandez,Christopher,Hernandez,,DO PhD,Physician and Surgeon,Internal Medicine,Pathology,Expired,2018-10-01,2023-01-28,2022-08-02,3758 Melrose Ave,San francisco,CA,91001,San diego,3472244768,christopher.hernandez@email.com,Columbia University Vagelos College of Physicians and Surgeons,2017,Johns Hopkins Hospital,Internal Medicine,"English, Spanish, Portuguese",False,,No,UCSF Medical Center,2025-07-04,3758,Melrose,Ave
