provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m,valid_npi,license_number_gt,provider_name_gt,first_name_gt,last_name_gt,middle_name_gt,suffix_gt,license_type_gt,specialty_gt,secondary_specialty_gt,status_gt,issue_date_gt,expiration_date_gt,renewal_date_gt,address_line1_gt,address_city_gt,address_state_gt,address_zip_gt,county_gt,phone_gt,email_gt,medical_school_gt,medical_school_graduation_year_gt,residency_program_gt,board_certification_gt,languages_gt,public_record_gt,disciplinary_history_gt,malpractice_insurance_gt,hospital_affiliations_gt,last_updated_gt,house_no_gt,area_gt,area_type_gt
PR_00157,8845061596,Barbara,Rodriguez,MD PhD,"Barbara Rodriguez, MD PhD",Pathology,4916 Melrose Ave,Suite 267,Los angeles,CA,92001,9177909821,4167 Santa Monica Blvd,,San diego,CA,92001,A44048,CA,2025-01-09,Yes,False,23,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-01-17,210523679X,4916,Melrose,Ave,4167,Santa Monica,Blvd,1,A44048,"Rodriguez, Barbara MD PhD",Barbara,Rodriguez,,MD PhD,Physician and Surgeon,Pathology,,Expired,2021-04-21,2025-01-09,2024-04-20,4916 Melrose Ave,Los angeles,CA,92001,Orange,9177909821,barbara.rodriguez@email.com,NYU Grossman School of Medicine,1996,Mount Sinai Hospital,,"English, Spanish, Portuguese",True,,No,Cedars-Sinai Medical Center,2025-05-26,4916,Melrose,Ave
PR_00159,6811492161,Maria,Thomas,MD PhD,"Maria Thomas, MD PhD",Family Medicine,1312 Hollywood Blvd,Suite 165,San francisco,CA,92001,3474345053,1312 Hollywood Blvd,Suite 165,San francisco,CA,92001,A72021,CA,2023-04-21,Unknown,False,29,Johns Hopkins School of Medicine,Mayo Clinic,2024-12-07,222898616X,1312,Hollywood,Blvd,1312,Hollywood,Blvd,1,A72021,"Maria Thomas, MD PhD",Maria,Thomas,,MD PhD,Physician and Surgeon,Family Medicine,,Expired,2019-04-07,2023-04-21,2022-10-12,1312 Hollywood Blvd,San francisco,CA,92001,Los angeles,3474345053,maria.thomas@email.com,Johns Hopkins School of Medicine,1992,Mayo Clinic,,"English, Mandarin",True,,Unknown,UCSF Medical Center,2025-09-02,1312,Hollywood,Blvd
PR_00160,9796884577,John,Williams,MD PhD,"John Williams, MD PhD",Otolaryngology,5329 Santa Monica Blvd,,Santa ana,CA,94001,3234322467,5329 Santa Monica Blvd,,Santa ana,CA,94001,A27709,CA,2023-12-29,No,False,24,UCLA David Geffen School of Medicine,NewYork-Presbyterian Hospital,2025-06-15,240744867X,5329,Santa Monica,Blvd,5329,Santa Monica,Blvd,1,A27709,"John Williams, MD PhD",John,Williams,,MD PhD,Physician and Surgeon,Otolaryngology,Pediatrics,Expired,2020-05-24,2023-12-29,2023-07-21,5329 Santa Monica Blvd,Santa ana,CA,94001,Orange,3234322467,john.williams@email.com,UCLA David Geffen School of Medicine,1997,NewYork-Presbyterian Hospital,,"English, Mandarin",True,,No,Cedars-Sinai Medical Center,2025-04-10,5329,Santa Monica,Blvd
PR_00166,9821827449,Mohammed,Williams,DO PhD,"Mohammed Williams, DO PhD",Pulmonology,9160 Melrose Ave,,Santa ana,CA,90004,3235758439,9160 Melrose Ave,,Santa ana,CA,90004,A52425,CA,2025-08-17,Yes,False,12,Harvard Medical School,UCLA Medical Center,2024-10-20,232049389X,9160,Melrose,Ave,9160,Melrose,Ave,1,A52425,"Williams, Mohammed DO PhD",Mohammed,Williams,,DO PhD,Physician and Surgeon,Pulmonology,,Expired,2024-06-11,2025-08-17,2024-10-18,9160 Melrose Ave,Santa ana,CA,90004,Santa clara,3235758439,,Harvard Medical School,2009,UCLA Medical Center,,"English, Spanish, Portuguese",False,,Unknown,Cedars-Sinai Medical Center,2025-04-26,9160,Melrose,Ave
PR_00174,5147705388,Patricia,Yang,DO PhD,"Patricia Yang, DO PhD",Family Medicine,7217 Main St,,San jose,CA,90004,9174089952,1406 Wilshire Blvd,,Los angeles,CA,90004,A29356,CA,2024-08-12,Unknown,False,36,UCSF School of Medicine,Mayo Clinic,2024-09-12,293785339X,7217,Main,St,1406,Wilshire,Blvd,1,A29356,"Patricia Yang, DO PhD",Patricia,Yang,,DO PhD,Physician and Surgeon,Family Medicine,,Expired,2021-11-12,2024-08-12,2024-03-15,7217 Main St,San jose,CA,90004,Riverside,9174089952,,UCSF School of Medicine,1984,Mayo Clinic,,"English, Spanish, Portuguese",False,,Unknown,UCLA Medical Center,2025-05-20,7217,Main,St
PR_00177,2925188126,Sarah,Martinez,DO PhD,"Sarah Martinez, DO PhD",Gastroenterology,9919 Beverly Dr,Suite 768,Santa ana,CA,94001,9293491483,8870 Hollywood Blvd,,San francisco,CA,94001,A78656,CA,2023-10-04,No,False,27,Columbia University Vagelos College of Physicians and Surgeons,Mount Sinai Hospital,2024-10-11,299098265X,9919,Beverly,Dr,8870,Hollywood,Blvd,1,A78656,"Sarah Martinez, DO PhD",Sarah,Martinez,C,DO PhD,Physician and Surgeon,Gastroenterology,,Expired,2019-06-04,2023-10-04,2023-03-07,9919 Beverly Dr,Santa ana,CA,94001,San diego,9293491483,,Columbia University Vagelos College of Physicians and Surgeons,1990,Mount Sinai Hospital,,"English, Spanish",False,,No,Kaiser Permanente,2025-08-12,9919,Beverly,Dr
PR_00180,6447264909,Mohammed,Thomas,DO PhD,"Mohammed Thomas, DO PhD",Pulmonology,644 Ventura Blvd,,Oakland,CA,94001,8187293330,644 Ventura Blvd,,Oakland,CA,94001,A34884,CA,2024-08-19,No,False,6,Yale School of Medicine,Johns Hopkins Hospital,2025-06-02,278577462X,644,Ventura,Blvd,644,Ventura,Blvd,1,A34884,"Thomas, Mohammed DO PhD",Mohammed,Thomas,,DO PhD,Physician and Surgeon,Pulmonology,Ophthalmology,Expired,2023-06-09,2024-08-19,2023-09-15,644 Ventura Blvd,Oakland,CA,94001,Fresno,8187293330,mohammed.thomas@email.com,Yale School of Medicine,2014,Johns Hopkins Hospital,,English,False,,Yes,,2025-06-02,644,Ventura,Blvd
PR_00184,8339019815,Mohammed,Harris,MD,"Mohammed Harris, MD",Gastroenterology,9019 Wilshire Blvd,Suite 811,Fresno,CA,93001,3109415705,9019 Wilshire Blvd,Suite 811,Fresno,CA,93001,A53150,CA,2025-12-15,No,False,17,Yale School of Medicine,UCLA Medical Center,2025-06-28,282448605X,9019,Wilshire,Blvd,9019,Wilshire,Blvd,1,A53150,"Mohammed Harris, MD",Mohammed,Harris,,MD,Physician and Surgeon,Gastroenterology,,Active,2022-01-07,2025-12-15,2025-06-26,9019 Wilshire Blvd,Fresno,CA,93001,Orange,3109415705,mohammed.harris@email.com,Yale School of Medicine,2004,UCLA Medical Center,,"English, Spanish, Portuguese",False,Yes - See Details,No,Cedars-Sinai Medical Center,2025-05-16,9019,Wilshire,Blvd
PR_00186,2785760843,Maria,Wang,MD,"Maria Wang, MD",Nephrology,3179 Beverly Dr,,Sacramento,CA,93001,4249426169,3179 Beverly Dr,,Sacramento,CA,93001,A94626,CA,2023-10-06,Unknown,True,14,University of Michigan Medical School,UCLA Medical Center,2025-03-05,208886963X,3179,Beverly,Dr,3179,Beverly,Dr,1,A94626,"Maria Wang, MD",Maria,Wang,,MD,Physician and Surgeon,Nephrology,,Expired,2019-06-20,2023-10-06,2023-05-31,3179 Beverly Dr,Sacramento,CA,93001,San bernardino,4249426169,,University of Michigan Medical School,2003,UCLA Medical Center,Nephrology,"English, Spanish",False,Yes - See Details,No,UCLA Medical Center,2025-05-28,3179,Beverly,Dr
PR_00188,2182307683,Elizabeth,Kumar,MD,"Elizabeth Kumar, MD",Radiology,8193 Sunset Blvd,,San jose,CA,91001,7182046095,8193 Sunset Blvd,,San jose,CA,91001,A78632,CA,2024-09-27,Yes,True,22,UCSF School of Medicine,Massachusetts General Hospital,2025-07-12,269870757X,8193,Sunset,Blvd,8193,Sunset,Blvd,1,A78632,"Elizabeth Kumar, MD",Elizabeth,Kumar,,MD,Physician and Surgeon,Radiology,,Expired,2020-03-16,2024-09-27,2024-07-19,8193 Sunset Blvd,San jose,CA,91001,Contra costa,7182046095,elizabeth.kumar@email.com,UCSF School of Medicine,1997,Massachusetts General Hospital,Radiology,English,False,,No,,2025-08-21,8193,Sunset,Blvd
PR_00190,166299795,William,Jones,MD PhD,"William Jones, MD PhD",Oncology,5550 Ventura Blvd,Suite 582,Santa ana,CA,90001,9295196444,5550 Ventura Blvd,Suite 582,Santa ana,CA,90001,A16613,CA,2023-08-05,Yes,True,30,University of Michigan Medical School,Mayo Clinic,2025-07-17,293764425X,5550,Ventura,Blvd,5550,Ventura,Blvd,1,A16613,"William Jones, MD PhD",William,Jones,,MD PhD,Physician and Surgeon,Oncology,,Expired,2020-01-29,2023-08-05,2023-01-31,5550 Ventura Blvd,Santa ana,CA,900**,Alameda,9295196444,william.jones@email.com,University of Michigan Medical School,1987,Mayo Clinic,Oncology,"English, Spanish",True,,Unknown,UCSF Medical Center,2025-06-11,5550,Ventura,Blvd
PR_00194,5800851400,Ana,Martin,DO PhD,"Ana Martin, DO PhD",Internal Medicine,5641 Wilshire Blvd,,Los angeles,CA,95001,9176427459,5641 Wilshire Blvd,,Los angeles,CA,95001,A26718,CA,2024-08-25,Unknown,False,25,UCLA David Geffen School of Medicine,UCSF Medical Center,2025-01-23,273164605X,5641,Wilshire,Blvd,5641,Wilshire,Blvd,1,A26718,"ANA MARTIN, DO PHD",Ana,Martin,,DO PhD,Physician and Surgeon,Internal Medicine,,Expired,2020-02-15,2024-08-25,2023-09-19,5641 Wilshire Blvd,Los angeles,CA,95001,Fresno,9176427459,ana.martin@email.com,UCLA David Geffen School of Medicine,1995,UCSF Medical Center,,English,True,Yes - See Details,No,Kaiser Permanente,2025-05-26,5641,Wilshire,Blvd
PR_00197,5442094943,Rajesh,Jones,MD PhD,"Rajesh Jones, MD PhD",Gastroenterology,5629 Ventura Blvd,,Los angeles,CA,93001,2128448752,5629 Ventura Blvd,,Los angeles,CA,93001,A85230,CA,2024-11-09,Unknown,True,37,Harvard Medical School,NewYork-Presbyterian Hospital,2024-10-18,203663887X,5629,Ventura,Blvd,5629,Ventura,Blvd,1,A85230,"Jones, Rajesh MD PhD",Rajesh,Jones,,MD PhD,Physician and Surgeon,Gastroenterology,,Expired,2023-01-23,2024-11-09,2024-03-27,5629 Ventura Blvd,Los angeles,CA,93001,Alameda,2128448752,rajesh.jones@email.com,Harvard Medical School,1983,NewYork-Presbyterian Hospital,Gastroenterology,"English, Spanish",True,,Unknown,UCSF Medical Center,2025-07-05,5629,Ventura,Blvd
PR_00199,7674783669,Carlos,Harris,DO,"Carlos Harris, DO",Orthopedic Surgery,2741 Hollywood Blvd,,Sacramento,CA,90001,3104683378,2741 Hollywood Blvd,,Sacramento,CA,90001,A25203,CA,2023-04-18,Unknown,False,1,Columbia University Vagelos College of Physicians and Surgeons,Mount Sinai Hospital,2025-02-19,291065843X,2741,Hollywood,Blvd,2741,Hollywood,Blvd,1,A25203,"Carlos Harris, DO",Carlos,Harris,,DO,Physician and Surgeon,Orthopedic Surgery,Orthopedic Surgery,Expired,2020-10-17,2023-04-18,2023-04-18,2741 Hollywood Blvd,Sacramento,CA,90001,San diego,3104683378,,Columbia University Vagelos College of Physicians and Surgeons,2019,Mount Sinai Hospital,,"English, Spanish, Portuguese",False,,Unknown,UCSF Medical Center,2025-08-18,2741,Hollywood,Blvd
PR_00202,3962712864,Carlos,Jones,MD PhD,"Carlos Jones, MD PhD",Nephrology,6272 Rodeo Dr,Suite 932,Sacramento,CA,90001,9178282740,6272 Rodeo Dr,Suite 932,Sacramento,CA,90001,A67747,CA,2023-05-23,No,False,7,Harvard Medical School,Johns Hopkins Hospital,2025-07-28,276684568X,6272,Rodeo,Dr,6272,Rodeo,Dr,1,A67747,"CARLOS JONES, MD PHD",Carlos,Jones,,MD PhD,Physician and Surgeon,Nephrology,Cardiology,Expired,2018-06-21,2023-05-23,2022-12-02,6272 Rodeo Dr,Sacramento,CA,90001,Riverside,9178282740,,Harvard Medical School,2013,Johns Hopkins Hospital,,"English, Mandarin",False,,Unknown,UCSF Medical Center,2025-08-25,6272,Rodeo,Dr
PR_00204,8063461574,Charles,Sanchez,MD,"Charles Sanchez, MD",Orthopedic Surgery,1486 Beverly Dr,,Sacramento,CA,90002,7188478175,1486 Beverly Dr,,Sacramento,CA,90002,A48005,CA,2024-02-20,Unknown,True,9,Harvard Medical School,Cleveland Clinic,2025-08-21,296601737X,1486,Beverly,Dr,1486,Beverly,Dr,1,A48005,"Charles Sanchez, MD",Charles,Sanchez,,MD,Physician and Surgeon,Orthopedic Surgery,,Expired,2022-11-23,2024-02-20,2023-07-09,1486 Beverly Dr,Sacramento,CA,90002,Riverside,7188478175,,Harvard Medical School,2009,Cleveland Clinic,Orthopedic Surgery,English,False,,Unknown,,2025-06-01,1486,Beverly,Dr
PR_00210,7970623978,Maria,Lee,DO,"Maria Lee, DO",Pediatrics,5344 Hollywood Blvd,,San diego,CA,90004,6465967119,5344 Hollywood Blvd,,San diego,CA,90004,A59221,CA,2024-03-27,Yes,False,13,NYU Grossman School of Medicine,NewYork-Presbyterian Hospital,2025-05-22,245082572X,5344,Hollywood,Blvd,5344,Hollywood,Blvd,1,A59221,"Maria Lee, DO",Maria,Lee,,DO,Physician and Surgeon,Pediatrics,,Expired,2021-12-11,2024-03-27,2024-03-03,5344 Hollywood Blvd,San diego,CA,90004,Los angeles,6465967119,,NYU Grossman School of Medicine,2006,NewYork-Presbyterian Hospital,,"English, Spanish",False,,Yes,UCLA Medical Center,2025-03-10,5344,Hollywood,Blvd
PR_00212,8671773185,Sarah,Anderson,DO,"Sarah Anderson, DO",Gastroenterology,84 Rodeo Dr,,Los angeles,CA,90001,2129097662,84 Rodeo Dr,,Los angeles,CA,90001,A76088,CA,2023-03-10,Yes,True,23,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2024-10-06,212177508X,84,Rodeo,Dr,84,Rodeo,Dr,1,A76088,"Sarah Anderson, DO",Sarah,Anderson,B,DO,Physician and Surgeon,Gastroenterology,Internal Medicine,Expired,2021-07-11,2023-03-10,2022-11-21,84 Rodeo Dr,Los angeles,CA,90001,Alameda,2129097662,sarah.anderson@email.com,Columbia University Vagelos College of Physicians and Surgeons,1994,Cleveland Clinic,Gastroenterology,"English, Mandarin",True,,No,,2025-03-29,84,Rodeo,Dr
PR_00214,3817933550,Jennifer,White,DO PhD,"Jennifer White, DO PhD",Radiology,5990 Beverly Dr,,San francisco,CA,94001,3477157929,5990 Beverly Dr,,San francisco,CA,94001,A36832,CA,2023-10-11,No,True,5,NYU Grossman School of Medicine,UCLA Medical Center,2025-01-14,265260270X,5990,Beverly,Dr,5990,Beverly,Dr,1,A36832,"Jennifer White, DO PhD",Jennifer,White,,DO PhD,Physician and Surgeon,Radiology,,Expired,2021-07-15,2023-10-11,2022-11-30,5990 Beverly Dr,San francisco,CA,94001,Fresno,3477157929,,NYU Grossman School of Medicine,2012,UCLA Medical Center,Radiology,"English, Mandarin",False,,Yes,UCSF Medical Center,2025-03-11,5990,Beverly,Dr
PR_00222,5890429020,Joseph,Johnson,MD,"Joseph Johnson, MD",Cardiology,8079 Wilshire Blvd,,Sacramento,CA,95001,9296723219,8079 Wilshire Blvd,,Sacramento,CA,95001,A43804,CA,2025-09-01,No,True,4,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-01-31,285395644X,8079,Wilshire,Blvd,8079,Wilshire,Blvd,1,A43804,"Joseph Johnson, MD",Joseph,Johnson,C,MD,Physician and Surgeon,Cardiology,Internal Medicine,Expired,2023-11-06,2025-09-01,2025-02-05,8079 Wilshire Blvd,Sacramento,CA,95001,Sacramento,9296723219,joseph.johnson@email.com,Columbia University Vagelos College of Physicians and Surgeons,2013,UCLA Medical Center,Cardiology,English,True,,No,Kaiser Permanente,2025-08-18,8079,Wilshire,Blvd
PR_00226,4280138759,Patricia,Thompson,DO,"Patricia Thompson, DO",Pulmonology,3963 Ventura Blvd,,San diego,CA,90002,8188034033,3963 Ventura Blvd,,San diego,CA,90002,A79315,CA,2024-03-20,No,True,12,NYU Grossman School of Medicine,UCSF Medical Center,2025-01-28,228759369X,3963,Ventura,Blvd,3963,Ventura,Blvd,1,A79315,"PATRICIA THOMPSON, DO",Patricia,Thompson,,DO,Physician and Surgeon,Pulmonology,Psychiatry,Expired,2020-10-03,2024-03-20,2023-07-19,3963 Ventura Blvd,San diego,CA,90002,Contra costa,8188034033,patricia.thompson@email.com,NYU Grossman School of Medicine,2008,UCSF Medical Center,Pulmonology,"English, Spanish",True,,No,UCSF Medical Center,2025-04-07,3963,Ventura,Blvd
PR_00230,6167567701,Carlos,Singh,DO PhD,"Carlos Singh, DO PhD",Internal Medicine,3309 Melrose Ave,,Santa ana,CA,93001,2123815965,3309 Melrose Ave,,Santa ana,CA,93001,A80848,CA,2023-02-06,Unknown,True,32,UCLA David Geffen School of Medicine,Mayo Clinic,2025-03-27,296062740X,3309,Melrose,Ave,3309,Melrose,Ave,1,A80848,"Carlos Singh, DO PhD",Carlos,Singh,,DO PhD,Physician and Surgeon,Internal Medicine,Oncology,Expired,2020-01-01,2023-02-06,2022-05-31,3309 Melrose Ave,Santa ana,CA,93001,Sacramento,2123815965,carlos.singh@email.com,UCLA David Geffen School of Medicine,1988,Mayo Clinic,Internal Medicine,"English, Mandarin",False,,Yes,,2025-06-05,3309,Melrose,Ave
PR_00237,9078515862,Wei,Zhang,DO PhD,"Wei Zhang, DO PhD",Emergency Medicine,3866 Rodeo Dr,Suite 319,San jose,CA,90003,3108995036,3866 Rodeo Dr,Suite 319,San jose,CA,90003,A67602,CA,2025-04-16,No,True,24,UCSF School of Medicine,UCLA Medical Center,2025-03-29,202828532X,3866,Rodeo,Dr,3866,Rodeo,Dr,1,A67602,"Wei Zhang, DO PhD",Wei,Zhang,,DO PhD,Physician and Surgeon,Emergency Medicine,,Expired,2023-11-19,2025-04-16,2024-11-07,3866 Rodeo Dr,San jose,CA,90003,San bernardino,3108995036,wei.zhang@email.com,UCSF School of Medicine,1994,UCLA Medical Center,Emergency Medicine,"English, Spanish",False,,Unknown,UCSF Medical Center,2025-07-17,3866,Rodeo,Dr
PR_00238,3760644133,Rajesh,Liu,MD,"Rajesh Liu, MD",Ophthalmology,896 Hollywood Blvd,,Fresno,CA,94001,3474153625,896 Hollywood Blvd,,Fresno,CA,94001,A57560,CA,2023-09-07,No,False,27,Harvard Medical School,NewYork-Presbyterian Hospital,2025-07-23,265993764X,896,Hollywood,Blvd,896,Hollywood,Blvd,1,A57560,"Rajesh Liu, MD",Rajesh,Liu,D,MD,Physician and Surgeon,Ophthalmology,,Expired,2019-03-02,2023-09-07,2023-06-23,896 Hollywood Blvd,Fresno,CA,94001,Riverside,3474153625,,Harvard Medical School,1992,NewYork-Presbyterian Hospital,,"English, Mandarin",True,,Unknown,Cedars-Sinai Medical Center,2025-04-09,896,Hollywood,Blvd
PR_00239,27206345,Barbara,Clark,MD PhD,"Barbara Clark, MD PhD",Pulmonology,1645 Sunset Blvd,Suite 530,Fresno,CA,94001,9297892347,1645 Sunset Blvd,Suite 530,Fresno,CA,94001,A81791,CA,2024-10-31,Yes,True,16,Yale School of Medicine,Mayo Clinic,2024-11-02,292040260X,1645,Sunset,Blvd,1645,Sunset,Blvd,1,A81791,"BARBARA CLARK, MD PHD",Barbara,Clark,A,MD PhD,Physician and Surgeon,Pulmonology,Ophthalmology,Expired,2020-01-15,2024-10-31,2024-01-21,1645 Sunset Blvd,Fresno,CA,94001,Alameda,9297892347,barbara.clark@email.com,Yale School of Medicine,2004,Mayo Clinic,Pulmonology,English,True,,Yes,Cedars-Sinai Medical Center,2025-05-27,1645,Sunset,Blvd
PR_00242,6941180056,Charles,Taylor,DO,"Charles Taylor, DO",Oncology,4069 Beverly Dr,Suite 236,Santa ana,CA,90002,9176826804,4069 Beverly Dr,Suite 236,Santa ana,CA,90002,A62108,CA,2024-03-10,Unknown,True,1,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-04-01,252975309X,4069,Beverly,Dr,4069,Beverly,Dr,1,A62108,"Charles Taylor, DO",Charles,Taylor,,DO,Physician and Surgeon,Oncology,,Expired,2021-12-16,2024-03-10,2024-03-07,4069 Beverly Dr,Santa ana,CA,90002,San bernardino,9176826804,,Columbia University Vagelos College of Physicians and Surgeons,2018,UCSF Medical Center,Oncology,"English, Spanish, Portuguese",False,,Unknown,Kaiser Permanente,2025-04-16,4069,Beverly,Dr
PR_00243,5862415025,Priya,White,DO,"Priya White, DO",Pediatrics,9168 Main St,Suite 604,San francisco,CA,90005,3104876907,9168 Main St,Suite 604,San francisco,CA,90005,A71352,CA,2023-09-28,No,False,17,University of Michigan Medical School,NewYork-Presbyterian Hospital,2024-12-12,242011533X,9168,Main,St,9168,Main,St,1,A71352,"Priya White, DO",Priya,White,,DO,Physician and Surgeon,Pediatrics,Otolaryngology,Expired,2019-07-28,2023-09-28,2022-11-29,9168 Main St,San francisco,CA,90005,Alameda,3104876907,priya.white@email.com,University of Michigan Medical School,2001,NewYork-Presbyterian Hospital,,English,True,Yes - See Details,Yes,Stanford Hospital,2025-03-15,9168,Main,St
PR_00244,2761707582,Linda,Hernandez,MD PhD,"Linda Hernandez, MD PhD",Emergency Medicine,8050 Sunset Blvd,Suite 155,Santa ana,CA,90001,3106689077,8050 Sunset Blvd,Suite 155,Santa ana,CA,90001,A14700,CA,2025-08-21,Yes,True,8,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-05-21,238133464X,8050,Sunset,Blvd,8050,Sunset,Blvd,1,A14700,"Linda Hernandez, MD PhD",Linda,Hernandez,,MD PhD,Physician and Surgeon,Emergency Medicine,,Expired,2023-08-21,2025-08-21,2025-06-10,8050 Sunset Blvd,Santa ana,CA,90001,Sacramento,3106689077,linda.hernandez@email.com,NYU Grossman School of Medicine,2009,Johns Hopkins Hospital,Emergency Medicine,"English, Spanish",True,,No,Cedars-Sinai Medical Center,2025-03-09,8050,Sunset,Blvd
PR_00246,9616423619,Karen,Lewis,MD PhD,"Karen Lewis, MD PhD",Ophthalmology,9326 Sunset Blvd,,San jose,CA,90001,2124133669,9326 Sunset Blvd,,San jose,CA,90001,A17279,CA,2023-05-25,No,False,19,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-04-03,265880113X,9326,Sunset,Blvd,9326,Sunset,Blvd,1,A17279,"Karen Lewis, MD PhD",Karen,Lewis,,MD PhD,Physician and Surgeon,Ophthalmology,Pathology,Expired,2022-05-23,2023-05-25,2023-03-04,9326 Sunset Blvd,San jose,CA,90001,Riverside,2124133669,,Johns Hopkins School of Medicine,1998,Johns Hopkins Hospital,,English,True,,Unknown,UCLA Medical Center,2025-08-08,9326,Sunset,Blvd
PR_00247,7499616593,Ana,Ramirez,MD PhD,"Ana Ramirez, MD PhD",Oncology,9888 Sunset Blvd,,Sacramento,CA,90002,6466447979,9888 Sunset Blvd,,Sacramento,CA,90002,A74175,CA,2025-07-01,Yes,True,33,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-09-21,230095669X,9888,Sunset,Blvd,9888,Sunset,Blvd,1,A74175,"Ana Ramirez, MD PhD",Ana,Ramirez,,MD PhD,Physician and Surgeon,Oncology,Pathology,Expired,2021-02-02,2025-07-01,2024-10-06,9888 Sunset Blvd,Sacramento,CA,90002,San diego,6466447979,ana.ramirez@email.com,NYU Grossman School of Medicine,1985,Mount Sinai Hospital,Oncology,English,False,,No,Cedars-Sinai Medical Center,2025-08-05,9888,Sunset,Blvd
PR_00251,793349607,Rajesh,Thomas,DO PhD,"Rajesh Thomas, DO PhD",Nephrology,8825 Hollywood Blvd,,San diego,CA,90005,9292082682,6913 Main St,,San diego,CA,90005,A68361,CA,2025-09-20,Unknown,False,27,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-08-15,265430674X,8825,Hollywood,Blvd,6913,Main,St,1,A68361,"Rajesh Thomas, DO PhD",Rajesh,Thomas,,DO PhD,Physician and Surgeon,Nephrology,,Inactive,2023-07-15,2025-09-20,2024-12-13,8825 Hollywood Blvd,San diego,CA,90005,San diego,9292082682,,UCSF School of Medicine,1992,NewYork-Presbyterian Hospital,,"English, Spanish, Portuguese",False,,Unknown,Cedars-Sinai Medical Center,2025-05-28,8825,Hollywood,Blvd
PR_00254,8374550844,Michael,Johnson,MD PhD,"Michael Johnson, MD PhD",Cardiology,5850 Sunset Blvd,Suite 165,San francisco,CA,94001,6469069444,5850 Sunset Blvd,Suite 165,San francisco,CA,94001,A24938,CA,2024-04-09,Unknown,True,4,UCSF School of Medicine,Mount Sinai Hospital,2025-07-08,214212564X,5850,Sunset,Blvd,5850,Sunset,Blvd,1,A24938,"Michael Johnson, MD PhD",Michael,Johnson,,MD PhD,Physician and Surgeon,Cardiology,,Expired,2023-01-09,2024-04-09,2023-10-19,5850 Sunset Blvd,San francisco,CA,94001,Riverside,6469069444,michael.johnson@email.com,UCSF School of Medicine,2013,Mount Sinai Hospital,Cardiology,"English, Spanish",True,,No,Kaiser Permanente,2025-07-25,5850,Sunset,Blvd
PR_00255,7871255214,Ana,Yang,MD,"Ana Yang, MD",Anesthesiology,688 Ventura Blvd,,San diego,CA,90003,9176497811,688 Ventura Blvd,,San diego,CA,90003,A57400,CA,2023-11-18,Yes,True,31,NYU Grossman School of Medicine,NewYork-Presbyterian Hospital,2024-12-18,222986369X,688,Ventura,Blvd,688,Ventura,Blvd,1,A57400,"Ana Yang, MD",Ana,Yang,,MD,Physician and Surgeon,Anesthesiology,Endocrinology,Expired,2019-08-15,2023-11-18,2023-06-30,688 Ventura Blvd,San diego,CA,90003,Santa clara,9176497811,,NYU Grossman School of Medicine,1988,NewYork-Presbyterian Hospital,Anesthesiology,English,True,Yes - See Details,Yes,UCLA Medical Center,2025-05-03,688,Ventura,Blvd
PR_00256,6678507201,David,Moore,MD PhD,"David Moore, MD PhD",Family Medicine,6800 Beverly Dr,,San jose,CA,90003,8187292140,6800 Beverly Dr,,San jose,CA,90003,A39908,CA,2023-10-10,Yes,False,21,UCLA David Geffen School of Medicine,Mayo Clinic,2025-01-23,208250139X,6800,Beverly,Dr,6800,Beverly,Dr,1,A39908,"Moore, David MD PhD",David,Moore,,MD PhD,Physician and Surgeon,Family Medicine,,Expired,2021-10-12,2023-10-10,2023-01-09,6800 Beverly Dr,San jose,CA,90003,Orange,8187292140,,UCLA David Geffen School of Medicine,1999,Mayo Clinic,,"English, Spanish",True,,Yes,UCSF Medical Center,2025-06-23,6800,Beverly,Dr
PR_00257,5048926737,Jennifer,Williams,DO,"Jennifer Williams, DO",Radiology,948 Ventura Blvd,,Fresno,CA,92001,3238398244,948 Ventura Blvd,,Fresno,CA,92001,A82562,CA,2024-09-15,Unknown,False,26,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-07-21,204962052X,948,Ventura,Blvd,948,Ventura,Blvd,1,A82562,"Jennifer Williams, DO",Jennifer,Williams,,DO,Physician and Surgeon,Radiology,,Expired,2022-02-23,2024-09-15,2023-12-22,948 Ventura Blvd,Fresno,CA,92001,San diego,3238398244,jennifer.williams@email.com,University of Pennsylvania Perelman School of Medicine,1993,NewYork-Presbyterian Hospital,,"English, Spanish",True,,Unknown,,2025-08-30,948,Ventura,Blvd
