provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code,house_no_p,area_p,area_type_p,house_no_m,area_m,area_type_m,valid_npi,license_number_gt,provider_name_gt,first_name_gt,last_name_gt,license_type_gt,profession_code_gt,specialty_gt,status_gt,issue_date_gt,expiration_date_gt,last_renewal_date_gt,address_line1_gt,address_city_gt,address_state_gt,address_zip_gt,phone_gt,disciplinary_actions_gt,board_certified_gt,medical_school_gt,verification_date_gt,house_no_gt,area_gt,area_type_gt
PR_00156,7292931439,Barbara,Yang,MD PhD,"Barbara Yang, MD PhD",Emergency Medicine,8172 Second Ave,,Bronx,NY,11202,3236427240,8172 Second Ave,,Bronx,NY,11202,060NY995825,NY,2025-03-31,Yes,True,10,UCSF School of Medicine,Massachusetts General Hospital,2025-06-04,256575546X,8172,Second,Ave,8172,Second,Ave,1,060NY995825,"Yang, Barbara MD PhD",Barbara,Yang,Physician,60,Emergency Medicine,Expired,2019-07-10,2025-03-31,2024-11-11,8172 Second Ave,Bronx,NY,11202,3236427240,[],True,UCSF School of Medicine,2025-09-02,8172,Second,Ave
PR_00158,2535544961,Jennifer,Yang,MD PhD,"Jennifer Yang, MD PhD",Pediatrics,2374 Madison Ave,,Rochester,NY,11202,3476556950,2374 Madison Ave,,Rochester,NY,11202,060NY990136,NY,2023-05-27,Unknown,False,27,Johns Hopkins School of Medicine,Mayo Clinic,2025-08-22,216782572X,2374,Madison,Ave,2374,Madison,Ave,1,060NY990136,"Jennifer Yang, MD PhD",Jennifer,Yang,Physician,60,Pediatrics,Expired,2016-10-30,2023-05-27,2022-12-22,2374 Madison Ave,Rochester,NY,11202,3476556950,[],False,Johns Hopkins School of Medicine,2025-09-02,2374,Madison,Ave
PR_00161,9308536868,John,Smith,DO,"John Smith, DO",Anesthesiology,7688 York Ave,,New york,NY,11203,2134553675,7688 York Ave,,New york,NY,11203,060NY109576,NY,2025-05-31,Unknown,False,25,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-07-24,256672010X,7688,York,Ave,7688,York,Ave,1,060NY109576,"John Smith, DO",John,Smith,Physician,60,Anesthesiology,Expired,2018-08-26,2025-05-31,2025-03-16,7688 York Ave,New york,NY,11203,2134553675,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02,7688,York,Ave
PR_00162,5020802147,Rajesh,Thomas,MD PhD,"Rajesh Thomas, MD PhD",Neurology,8716 Lexington Avenue,,Yonkers,NY,10004,3473288183,4745 Fifth Ave,,Syracuse,NY,10004,060NY834498,NY,2025-10-04,Unknown,True,15,Stanford University School of Medicine,Mayo Clinic,2025-08-26,266247126X,8716,Lexington,Ave,4745,Fifth,Ave,1,060NY834498,"Rajesh Thomas, MD PhD",Rajesh,Thomas,Physician,60,Neurology,Active,2021-09-20,2025-10-04,2024-11-23,8716 Lexington Avenue,Yonkers,NY,10004,3473288183,[],True,Stanford University School of Medicine,2025-09-02,8716,Lexington,Ave
PR_00163,6187234604,Christopher,Perez,DO PhD,"Christopher Perez, DO PhD",Emergency Medicine,8166 Third Ave,,Syracuse,NY,10001,7189865078,8166 Third Ave,,Syracuse,NY,10001,060NY253184,NY,2023-04-25,No,False,16,Harvard Medical School,Cleveland Clinic,2025-01-10,298693352X,8166,Third,Ave,8166,Third,Ave,1,060NY253184,"Christopher Perez, DO PhD",Christopher,Perez,Physician,60,Emergency Medicine,Expired,2019-01-13,2023-04-25,2021-04-27,8166 Third Ave,Syracuse,NY,10001,7189865078,"[{""action_type"": ""Probation"", ""action_date"": ""2023-10-02"", ""description"": ""Disciplinary action related to documentation""}]",False,Harvard Medical School,2025-09-02,8166,Third,Ave
PR_00164,4350313659,Carlos,Miller,DO,"Carlos Miller, DO",Nephrology,5114 Third Ave,,Queens,NY,10001,2123715523,5114 Third Ave,,Queens,NY,10001,060NY228074,NY,2024-06-02,Unknown,True,26,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-08-12,277990837X,5114,Third,Ave,5114,Third,Ave,1,060NY228074,"Carlos Miller, DO",Carlos,Miller,Physician,60,Nephrology,Expired,2019-06-24,2024-06-02,2024-02-21,5114 Third Ave,Queens,NY,10001,2123715523,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,5114,Third,Ave
PR_00165,5281273582,Ana,Patel,DO,"Ana Patel, DO",Internal Medicine,1467 Park Ave,Suite 733,Queens,NY,11203,6269746690,1467 Park Ave,Suite 733,Queens,NY,11203,060NY896456,NY,2023-05-03,No,True,2,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-06-26,233647879X,1467,Park,Ave,1467,Park,Ave,1,060NY896456,"Ana Patel, DO",Ana,Patel,Physician,60,Internal Medicine,Expired,2020-10-21,2023-05-03,2022-05-27,1467 Park Ave,Queens,NY,11203,6269746690,[],True,UCLA David Geffen School of Medicine,2025-09-02,1467,Park,Ave
PR_00167,1022031738,Mary,Jones,DO PhD,"Mary Jones, DO PhD",Endocrinology,8152 York Ave,Suite 519,Queens,NY,14202,7182327366,8152 York Ave,Suite 519,Queens,NY,14202,060NY215830,NY,2023-07-17,Unknown,False,34,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-08-08,249171204X,8152,York,Ave,8152,York,Ave,1,060NY215830,"Mary Jones, DO PhD",Mary,Jones,Physician,60,Endocrinology,Expired,2020-11-06,2023-07-17,2022-12-12,8152 York Ave,Queens,NY,14202,7182327366,[],False,University of Michigan Medical School,2025-09-02,8152,York,Ave
PR_00168,948014139,Joseph,Liu,MD,"Joseph Liu, MD",Pathology,3420 Columbus Ave,,Syracuse,NY,10002,3232992658,3420 Columbus Ave,,Syracuse,NY,10002,060NY478458,NY,2025-05-01,Unknown,True,35,UCLA David Geffen School of Medicine,Cleveland Clinic,2025-05-27,270624297X,3420,Columbus,Ave,3420,Columbus,Ave,1,060NY478458,"Joseph Liu, MD",Joseph,Liu,Physician,60,Pathology,Expired,2022-11-22,2025-05-01,2024-07-22,3420 Columbus Ave,Syracuse,NY,10002,3232992658,[],True,UCLA David Geffen School of Medicine,2025-09-02,3420,Columbus,Ave
PR_00169,2286852896,Priya,Thomas,DO,"Priya Thomas, DO",Cardiology,9145 Second Ave,,Brooklyn,NY,14202,3105606163,9145 Second Ave,,Brooklyn,NY,14202,060NY797557,NY,2025-05-24,Unknown,False,24,UCLA David Geffen School of Medicine,UCSF Medical Center,2025-03-21,281659860X,9145,Second,Ave,9145,Second,Ave,1,060NY797557,"Priya Thomas, DO",Priya,Thomas,Physician,60,Cardiology,Expired,2019-02-18,2025-05-24,2023-11-17,9145 Second Ave,Brooklyn,NY,14202,3105606163,[],False,UCLA David Geffen School of Medicine,2025-09-02,9145,Second,Ave
PR_00170,4908240439,Joseph,Wang,DO,"Joseph Wang, DO",Internal Medicine,9016 Central Park West,,Buffalo,NY,11201,9175221355,9016 Central Park West,,Buffalo,NY,11201,060NY516379,NY,2023-01-01,Unknown,False,36,Yale School of Medicine,Mayo Clinic,2025-07-16,205064880X,9016,Central Park,West,9016,Central Park,West,1,060NY516379,"Joseph Wang, DO",Joseph,Wang,Physician,60,Internal Medicine,Expired,2020-07-22,2023-01-01,2021-06-18,9016 Central Park West,Buffalo,NY,11201,9175221355,[],False,Yale School of Medicine,2025-09-02,9016,Central Park,West
PR_00171,7919409617,Elizabeth,Thompson,DO,"Elizabeth Thompson, DO",Orthopedic Surgery,6015 Amsterdam Ave,Suite 407,Bronx,NY,10004,2129896478,6551 Amsterdam Ave,,Bronx,NY,10004,060NY931420,NY,2025-09-15,No,False,27,Stanford University School of Medicine,Cleveland Clinic,2024-10-03,280839556X,6015,Amsterdam,Ave,6551,Amsterdam,Ave,1,060NY931420,"Elizabeth Thompson, DO",Elizabeth,Thompson,Physician,60,Orthopedic Surgery,Active,2018-10-30,2025-09-15,2024-11-15,6015 Amsterdam Ave,Bronx,NY,10004,2129896478,[],False,Stanford University School of Medicine,2025-09-02,6015,Amsterdam,Ave
PR_00172,679981362,Fatima,Smith,DO PhD,"Fatima Smith, DO PhD",Dermatology,8592 Broadway,,Rochester,NY,14201,3476033425,8592 Broadway,,Rochester,NY,14201,060NY831663,NY,2024-03-28,Yes,False,6,UCSF School of Medicine,Massachusetts General Hospital,2024-11-26,253578549X,8592,Broadway,,8592,Broadway,,1,060NY831663,"Fatima Smith, DO PhD",Fatima,Smith,Physician,60,Dermatology,Expired,2018-07-21,2024-03-28,2023-02-09,8592 Broadway,Rochester,NY,14201,3476033425,[],False,UCSF School of Medicine,2025-09-02,8592,Broadway,
PR_00175,7016451049,Priya,Johnson,DO PhD,"Priya Johnson, DO PhD",Internal Medicine,8632 Broadway,Suite 305,Buffalo,NY,10003,6265954787,8632 Broadway,Suite 305,Buffalo,NY,10003,060NY747983,NY,2024-07-09,No,True,21,UCSF School of Medicine,Johns Hopkins Hospital,2025-05-30,226692577X,8632,Broadway,,8632,Broadway,,1,060NY747983,"Johnson, Priya DO PhD",Priya,Johnson,Physician,60,Internal Medicine,Expired,2021-01-05,2024-07-09,2024-02-20,8632 Broadway,Buffalo,NY,10003,6265954787,[],True,UCSF School of Medicine,2025-09-02,8632,Broadway,
PR_00176,460843258,Susan,Robinson,MD,"Susan Robinson, MD",Emergency Medicine,8674 Lexington Avenue,,Rochester,NY,11203,2138723248,5682 Columbus Ave,,Rochester,NY,11203,060NY347678,NY,2025-10-23,Yes,False,34,University of Michigan Medical School,Cleveland Clinic,2025-02-01,232260681X,8674,Lexington,Ave,5682,Columbus,Ave,1,060NY347678,Susan Robinson MD,Susan,Robinson,Physician,60,Emergency Medicine,Active,2023-10-16,2025-10-23,2024-06-22,8674 Lexington Avenue,Rochester,NY,11203,2138723248,[],False,University of Michigan Medical School,2025-09-02,8674,Lexington,Ave
PR_00178,5172897525,Thomas,Martinez,DO,"Thomas Martinez, DO",Family Medicine,3027 Broadway,,Buffalo,NY,14202,2137038763,3027 Broadway,,Buffalo,NY,14202,060NY343461,NY,2024-04-17,Yes,True,13,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-02-05,202015179X,3027,Broadway,,3027,Broadway,,1,060NY343461,"Martinez, Thomas DO",Thomas,Martinez,Physician,60,Family Medicine,Expired,2020-01-08,2024-04-17,2023-07-22,3027 Broadway,Buffalo,NY,14202,2137038763,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,3027,Broadway,
PR_00179,7366096566,Fatima,Moore,DO PhD,"Fatima Moore, DO PhD",Radiology,3324 Park Ave,,Brooklyn,NY,10003,4249609784,3324 Park Ave,,Brooklyn,NY,10003,060NY747033,NY,2025-09-30,Unknown,True,34,Stanford University School of Medicine,Mount Sinai Hospital,2025-01-12,205692967X,3324,Park,Ave,3324,Park,Ave,1,060NY747033,Fatima Moore DO PhD,Fatima,Moore,Physician,60,Radiology,Active,2019-04-19,2025-09-30,2024-10-23,3324 Park Ave,Brooklyn,NY,10003,4249609784,[],True,Stanford University School of Medicine,2025-09-02,3324,Park,Ave
PR_00182,1230940773,Fatima,Perez,DO,"Fatima Perez, DO",Orthopedic Surgery,2370 Madison Ave,,New york,NY,11202,3107561094,2370 Madison Ave,,New york,NY,11202,060NY567935,NY,2024-08-14,Unknown,False,16,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2025-01-13,255049584X,2370,Madison,Ave,2370,Madison,Ave,1,060NY567935,"Fatima Perez, DO",Fatima,Perez,Physician,60,Orthopedic Surgery,Expired,2019-12-26,2024-08-14,2022-08-20,2370 Madison Ave,New york,NY,11202,3107561094,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02,2370,Madison,Ave
PR_00183,1016224997,Elizabeth,Garcia,MD,"Elizabeth Garcia, MD",Radiology,8968 Lexington Ave,Suite 251,Albany,NY,10004,4247753906,5719 Broadway,,Queens,NY,10004,060NY978721,NY,2024-09-03,No,False,3,Stanford University School of Medicine,NewYork-Presbyterian Hospital,2025-03-21,249468550X,8968,Lexington,Ave,5719,Broadway,,1,060NY978721,Elizabeth Garcia MD,Elizabeth,Garcia,Physician,60,Radiology,Expired,2021-05-04,2024-09-03,2024-08-29,8968 Lexington Ave,Albany,NY,10004,4247753906,[],False,Stanford University School of Medicine,2025-09-02,8968,Lexington,Ave
PR_00185,5583034411,Sarah,Shah,DO PhD,"Sarah Shah, DO PhD",Internal Medicine,2948 Amsterdam Ave,,Bronx,NY,10005,3475079301,393 First Ave,,Brooklyn,NY,10005,060NY534773,NY,2025-04-27,Unknown,False,1,Stanford University School of Medicine,UCLA Medical Center,2025-03-12,253156840X,2948,Amsterdam,Ave,393,First,Ave,1,060NY534773,"Sarah Shah, DO PhD",Sarah,Shah,Physician,60,Internal Medicine,Expired,2018-06-01,2025-04-27,2024-10-17,2948 Amsterdam Ave,Bronx,NY,10005,3475079301,[],False,Stanford University School of Medicine,2025-09-02,2948,Amsterdam,Ave
PR_00187,5046173571,Robert,Moore,MD,"Robert Moore, MD",Anesthesiology,6148 Columbus Ave,,Albany,NY,10003,3474219603,6148 Columbus Ave,,Albany,NY,10003,060NY724103,NY,2023-08-28,No,True,8,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-05-22,212429114X,6148,Columbus,Ave,6148,Columbus,Ave,1,060NY724103,"Robert Moore, MD",Robert,Moore,Physician,60,Anesthesiology,Expired,2020-04-28,2023-08-28,2023-01-24,6148 Columbus Ave,Albany,NY,10003,3474219603,[],True,NYU Grossman School of Medicine,2025-09-02,6148,Columbus,Ave
PR_00189,4224109887,Carlos,Martin,MD,"Carlos Martin, MD",Cardiology,5115 Columbus Ave,Suite 393,Bronx,NY,11201,7184119888,5115 Columbus Ave,Suite 393,Bronx,NY,11201,060NY434652,NY,2025-06-22,No,False,18,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2024-11-13,232859865X,5115,Columbus,Ave,5115,Columbus,Ave,1,060NY434652,"Carlos Martin, MD",Carlos,Martin,Physician,60,Cardiology,Expired,2021-04-19,2025-06-22,2023-12-30,5115 Columbus Ave,Bronx,NY,11201,7184119888,[],False,Johns Hopkins School of Medicine,2025-09-02,5115,Columbus,Ave
PR_00191,5577017156,Elizabeth,Miller,DO PhD,"Elizabeth Miller, DO PhD",Orthopedic Surgery,7626 First Ave,Suite 731,Bronx,NY,10004,3106723798,7626 First Ave,Suite 731,Bronx,NY,10004,060NY481104,NY,2025-03-13,No,False,39,University of Michigan Medical School,Mayo Clinic,2024-12-16,213815327X,7626,First,Ave,7626,First,Ave,1,060NY481104,"Elizabeth Miller, DO PhD",Elizabeth,Miller,Physician,60,Orthopedic Surgery,Expired,2022-06-09,2025-03-13,2023-07-18,7626 First Ave,Bronx,NY,10004,3106723798,[],False,University of Michigan Medical School,2025-09-02,7626,First,Ave
PR_00192,2761539666,Jennifer,Miller,MD PhD,"Jennifer Miller, MD PhD",Ophthalmology,1163 Lexington Ave,,Albany,NY,11203,4245509921,1163 Lexington Ave,,Albany,NY,11203,060NY751034,NY,2024-05-14,Unknown,True,12,Stanford University School of Medicine,Mount Sinai Hospital,2025-07-06,279478790X,1163,Lexington,Ave,1163,Lexington,Ave,1,060NY751034,"Jennifer Miller, MD PhD",Jennifer,Miller,Physician,60,Ophthalmology,Expired,2019-02-16,2024-05-14,2023-09-02,1163 Lexington Ave,Albany,NY,11203,4245509921,[],True,Stanford University School of Medicine,2025-09-02,1163,Lexington,Ave
PR_00193,7013290229,Karen,Robinson,MD PhD,"Karen Robinson, MD PhD",Radiology,7295 Madison Ave,Suite 211,Buffalo,NY,11202,3107445775,7295 Madison Ave,Suite 211,Buffalo,NY,11202,060NY725376,NY,2025-02-15,No,False,13,University of Pennsylvania Perelman School of Medicine,UCLA Medical Center,2025-04-02,276541203X,7295,Madison,Ave,7295,Madison,Ave,1,060NY725376,"Karen Robinson, MD PhD",Karen,Robinson,Physician,60,Radiology,Expired,2018-02-21,2025-02-15,2023-12-13,7295 Madison Ave,Buffalo,NY,11202,3107445775,[],False,University of Pennsylvania Perelman School of Medicine,2025-09-02,7295,Madison,Ave
PR_00195,276212670,Christopher,Lopez,DO PhD,"Christopher Lopez, DO PhD",Pediatrics,9101 Second Ave,Suite 993,Rochester,NY,11202,8188187974,9101 Second Ave,Suite 993,Rochester,NY,11202,060NY240800,NY,2023-01-24,Unknown,True,30,Yale School of Medicine,UCSF Medical Center,2024-11-24,260404120X,9101,Second,Ave,9101,Second,Ave,1,060NY240800,"Christopher Lopez, DO PhD",Christopher,Lopez,Physician,60,Pediatrics,Expired,2017-09-03,2023-01-24,2022-09-29,9101 Second Ave,Rochester,NY,11202,8188187974,[],True,Yale School of Medicine,2025-09-02,9101,Second,Ave
PR_00196,975197122,Jennifer,Thompson,DO,"Jennifer Thompson, DO",Pulmonology,9906 Broadway,,Syracuse,NY,10004,8189489624,9906 Broadway,,Syracuse,NY,10004,060NY672696,NY,2025-01-21,No,False,34,Stanford University School of Medicine,Johns Hopkins Hospital,2025-04-30,263411376X,9906,Broadway,,9906,Broadway,,1,060NY672696,"Jennifer Thompson, DO",Jennifer,Thompson,Physician,60,Pulmonology,Expired,2021-12-27,2025-01-21,2023-02-14,9906 Broadway,Syracuse,NY,10004,8189489624,[],False,Stanford University School of Medicine,2025-09-02,9906,Broadway,
PR_00198,9292752433,Charles,Shah,MD,"Charles Shah, MD",Cardiology,1260 Lexington Ave,,Buffalo,NY,10003,3103859640,1260 Lexington Ave,,Buffalo,NY,10003,060NY369437,NY,2023-01-30,Yes,False,6,Johns Hopkins School of Medicine,Mayo Clinic,2024-12-23,255424925X,1260,Lexington,Ave,1260,Lexington,Ave,1,060NY369437,"Charles Shah, MD",Charles,Shah,Physician,60,Cardiology,Expired,2016-07-08,2023-01-30,2022-09-30,1260 Lexington Ave,Buffalo,NY,10003,3103859640,[],False,Johns Hopkins School of Medicine,2025-09-02,1260,Lexington,Ave
PR_00200,4149673935,Mary,Singh,MD,"Mary Singh, MD",Emergency Medicine,8705 Columbus Ave,,Rochester,NY,11202,3235453947,8705 Columbus Ave,,Rochester,NY,11202,060NY385831,NY,2024-11-17,No,True,1,Stanford University School of Medicine,Massachusetts General Hospital,2025-02-04,213112905X,8705,Columbus,Ave,8705,Columbus,Ave,1,060NY385831,"Mary Singh, MD",Mary,Singh,Physician,60,Emergency Medicine,Expired,2021-06-27,2024-11-17,2024-10-07,8705 Columbus Ave,Rochester,NY,11202,3235453947,[],True,Stanford University School of Medicine,2025-09-02,8705,Columbus,Ave
PR_00201,9269212444,Susan,Miller,DO PhD,"Susan Miller, DO PhD",Pediatrics,4642 Lexington Ave,Suite 194,Bronx,NY,10001,3108762240,9735 Columbus Ave,,Bronx,NY,10001,060NY842470,NY,2023-09-03,Unknown,False,18,UCLA David Geffen School of Medicine,UCLA Medical Center,2025-04-24,221738712X,4642,Lexington,Ave,9735,Columbus,Ave,1,060NY842470,"Susan Miller, DO PhD",Susan,Miller,Physician,60,Pediatrics,Expired,2020-04-10,2023-09-03,2023-06-22,4642 Lexington Ave,Bronx,NY,10001,3108762240,[],False,UCLA David Geffen School of Medicine,2025-09-02,4642,Lexington,Ave
PR_00203,9087766182,Maria,Taylor,DO PhD,"Maria Taylor, DO PhD",Oncology,8155 Madison Ave,,New york,NY,10001,9172037298,8155 Madison Ave,,New york,NY,10001,060NY834061,NY,2024-11-06,Unknown,False,8,University of Michigan Medical School,UCLA Medical Center,2025-03-16,291514443X,8155,Madison,Ave,8155,Madison,Ave,1,060NY834061,"Maria Taylor, DO PhD",Maria,Taylor,Physician,60,Oncology,Expired,2022-02-08,2024-11-06,2024-01-28,8155 Madison Ave,New york,NY,10001,9172037298,[],False,University of Michigan Medical School,2025-09-02,8155,Madison,Ave
PR_00205,5050613875,Sarah,Thomas,DO PhD,"Sarah Thomas, DO PhD",Internal Medicine,8857 Columbus Ave,,Buffalo,NY,11203,6267493440,8857 Columbus Ave,,Buffalo,NY,11203,060NY571132,NY,2023-02-03,Unknown,True,5,Harvard Medical School,Mayo Clinic,2024-12-26,287755782X,8857,Columbus,Ave,8857,Columbus,Ave,1,060NY571132,"Sarah Thomas, DO PhD",Sarah,Thomas,Physician,60,Internal Medicine,Expired,2017-11-15,2023-02-03,2021-12-07,8857 Columbus Ave,Buffalo,NY,11203,6267493440,"[{""action_type"": ""Fine"", ""action_date"": ""2024-12-20"", ""description"": ""Disciplinary action related to patient care""}]",True,Harvard Medical School,2025-09-02,8857,Columbus,Ave
PR_00206,2911179939,John,Patel,MD,"John Patel, MD",Urology,2139 Broadway,,Queens,NY,10001,7184077983,2139 Broadway,,Queens,NY,10001,060NY202018,NY,2025-07-23,No,False,21,Stanford University School of Medicine,Mayo Clinic,2025-03-22,228619492X,2139,Broadway,,2139,Broadway,,1,060NY202018,"John Patel, MD",John,Patel,Physician,60,Urology,Expired,2021-01-20,2025-07-23,2023-09-29,2139 Broadway,Queens,NY,10001,7184077983,[],False,Stanford University School of Medicine,2025-09-02,2139,Broadway,
PR_00207,219620710,Carlos,Williams,DO,"Carlos Williams, DO",Otolaryngology,1979 Lexington Ave,Suite 478,Queens,NY,11202,2122073939,1979 Lexington Ave,Suite 478,Queens,NY,11202,060NY559969,NY,2024-05-13,Yes,False,27,UCSF School of Medicine,Mayo Clinic,2025-05-20,219204927X,1979,Lexington,Ave,1979,Lexington,Ave,1,060NY559969,"Carlos Williams, DO",Carlos,Williams,Physician,60,Otolaryngology,Expired,2017-06-30,2024-05-13,2023-03-20,1979 Lexington Ave,Queens,NY,11202,2122073939,[],False,UCSF School of Medicine,2025-09-02,1979,Lexington,Ave
PR_00208,6083318196,Rajesh,Moore,DO PhD,"Rajesh Moore, DO PhD",Pathology,2860 Amsterdam Ave,Suite 611,New york,NY,14202,9299799842,2860 Amsterdam Ave,Suite 611,New york,NY,14202,060NY192296,NY,2024-09-08,Unknown,True,30,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-08-06,226000523X,2860,Amsterdam,Ave,2860,Amsterdam,Ave,1,060NY192296,"Rajesh Moore, DO PhD",Rajesh,Moore,Physician,60,Pathology,Expired,2019-10-13,2024-09-08,2023-06-12,2860 Amsterdam Ave,New york,NY,14202,9299799842,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,2860,Amsterdam,Ave
PR_00209,9701082201,James,Martinez,DO PhD,"James Martinez, DO PhD",Radiology,2618 Columbus Ave,,New york,NY,10001,3107272901,2618 Columbus Ave,,New york,NY,10001,060NY555786,NY,2024-05-29,Yes,True,29,University of Michigan Medical School,UCLA Medical Center,2025-01-31,226675960X,2618,Columbus,Ave,2618,Columbus,Ave,1,060NY555786,"James Martinez, DO PhD",James,Martinez,Physician,60,Radiology,Expired,2017-08-08,2024-05-29,2023-10-31,2618 Columbus Ave,New york,NY,10001,3107272901,[],True,University of Michigan Medical School,2025-09-02,2618,Columbus,Ave
PR_00211,2983168735,Robert,Williams,MD,"Robert Williams, MD",Dermatology,1821 First Ave,Suite 451,Syracuse,NY,11202,4246848581,1821 First Ave,Suite 451,Syracuse,NY,11202,060NY409499,NY,2023-11-18,No,True,28,University of Pennsylvania Perelman School of Medicine,Cleveland Clinic,2025-03-19,258283876X,1821,First,Ave,1821,First,Ave,1,060NY409499,"Robert Williams, MD",Robert,Williams,Physician,60,Dermatology,Expired,2020-10-29,2023-11-18,2022-01-09,1821 First Ave,Syracuse,NY,11202,4246848581,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,1821,First,Ave
PR_00213,5804649891,John,Patel,MD PhD,"John Patel, MD PhD",Oncology,7525 Amsterdam Ave,,New york,NY,11203,9179012326,6642 Madison Ave,,Rochester,NY,11203,060NY101429,NY,2023-05-25,Unknown,False,4,Yale School of Medicine,UCLA Medical Center,2025-08-07,214893677X,7525,Amsterdam,Ave,6642,Madison,Ave,1,060NY101429,"John Patel, MD PhD",John,Patel,Physician,60,Oncology,Expired,2018-08-28,2023-05-25,2022-03-04,7525 Amsterdam Ave,New york,NY,11203,9179012326,[],False,Yale School of Medicine,2025-09-02,7525,Amsterdam,Ave
PR_00215,7116241122,Susan,Singh,MD,"Susan Singh, MD",Neurology,8715 Columbus Ave,,Albany,NY,10005,3473143424,8715 Columbus Ave,,Albany,NY,10005,060NY806013,NY,2023-05-15,No,True,14,Yale School of Medicine,Massachusetts General Hospital,2025-04-05,255906603X,8715,Columbus,Ave,8715,Columbus,Ave,1,060NY806013,"Susan Singh, MD",Susan,Singh,Physician,60,Neurology,Expired,2018-12-10,2023-05-15,2023-03-14,8715 Columbus Ave,Albany,NY,10005,3473143424,[],True,Yale School of Medicine,2025-09-02,8715,Columbus,Ave
PR_00216,6955798871,Priya,Sharma,DO,"Priya Sharma, DO",Radiology,6884 First Ave,Suite 122,New york,NY,10005,3105113161,6884 First Ave,Suite 122,New york,NY,10005,060NY343613,NY,2025-11-30,No,True,17,University of Pennsylvania Perelman School of Medicine,Mount Sinai Hospital,2025-02-24,238674340X,6884,First,Ave,6884,First,Ave,1,060NY343613,"Priya Sharma, DO",Priya,Sharma,Physician,60,Radiology,Active,2019-03-30,2025-11-30,2024-08-18,6884 First Ave,New york,NY,10005,3105113161,[],True,University of Pennsylvania Perelman School of Medicine,2025-09-02,6884,First,Ave
PR_00217,3105927451,Carlos,Brown,DO,"Carlos Brown, DO",Orthopedic Surgery,7470 Madison Ave,Suite 279,Queens,NY,14201,6464101568,7470 Madison Ave,Suite 279,Queens,NY,14201,060NY826515,NY,2023-11-11,Unknown,False,23,Johns Hopkins School of Medicine,UCLA Medical Center,2025-01-16,272459667X,7470,Madison,Ave,7470,Madison,Ave,1,060NY826515,"Carlos Brown, DO",Carlos,Brown,Physician,60,Orthopedic Surgery,Expired,2020-09-20,2023-11-11,2023-01-21,7470 Madison Ave,Queens,NY,14201,6464101568,[],False,Johns Hopkins School of Medicine,2025-09-02,7470,Madison,Ave
PR_00218,8547492971,William,Sharma,MD PhD,"William Sharma, MD PhD",Ophthalmology,409 Second Avenue,,Syracuse,NY,10003,9299052840,409 Second Ave,,Syracuse,NY,10003,060NY263633,NY,2023-01-09,Unknown,False,3,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-03-29,203328008X,409,Second,Ave,409,Second,Ave,1,060NY263633,"Sharma, William MD PhD",William,Sharma,Physician,60,Ophthalmology,Expired,2020-01-13,2023-01-09,2022-12-26,409 Second Avenue,Syracuse,NY,10003,9299052840,[],False,Johns Hopkins School of Medicine,2025-09-02,409,Second,Ave
PR_00219,187186378,Jennifer,Yang,DO,"Jennifer Yang, DO",Neurology,1516 Third Ave,,New york,NY,14202,9298179381,1516 Third Ave,,New york,NY,14202,060NY332934,NY,2024-07-23,Yes,False,26,Johns Hopkins School of Medicine,UCSF Medical Center,2025-02-25,251823158X,1516,Third,Ave,1516,Third,Ave,1,060NY332934,"Jennifer Yang, DO",Jennifer,Yang,Physician,60,Neurology,Expired,2018-04-15,2024-07-23,2022-12-01,1516 Third Ave,New york,NY,14202,9298179381,[],False,Johns Hopkins School of Medicine,2025-09-02,1516,Third,Ave
